,Player Name,Birth Year,Seasons in NBA,First Season Played,Last Season Played
2067,Jeff Taylor,1960.0,2,1983,1987
2068,Jerry Eaves,,4,1983,1987
2069,Jim Johnstone,,1,1983,1983
2070,Jim Zoet,,1,1983,1983
2071,Joe Kopicki,,3,1983,1985
2072,John Bagley,,11,1983,1994
2073,John Greig,,1,1983,1983
2074,Jose Slaughter,,1,1983,1983
2075,Keith Edmonson,,2,1983,1984
2076,LaSalle Thompson,,15,1983,1997
2077,Lester Conner,,12,1983,1995
2078,Linton Townes,,3,1983,1985
2079,Marc Iavaroni,,7,1983,1989
2080,Mark Eaton,,11,1983,1993
2081,Mark McNamara,,8,1983,1991
2082,Mike Davis,1956.0,1,1983,1983
2083,Mike Sanders,,11,1983,1993
2084,Oliver Robinson,,1,1983,1983
2085,Paul Pressey,,11,1983,1993
2086,Quintin Dailey,,10,1983,1992
2087,Richard Anderson,,6,1983,1990
2088,Rickey Williams,,1,1983,1983
2089,Ricky Pierce,,16,1983,1998
2090,Rob Williams,,2,1983,1984
2091,Rod Higgins,,13,1983,1995
2092,Rory White,,5,1983,1987
2093,Russ Schoene,,4,1983,1989
2094,Scott Hastings,,11,1983,1993
2095,Sleepy Floyd,,13,1983,1995
2096,Steve Lingenfelter,,2,1983,1984
2097,Terry Cummings,,18,1983,2000
2098,Terry Teagle,,11,1983,1993
2099,Trent Tucker,,11,1983,1993
2100,Vince Taylor,,1,1983,1983
2101,Walker Russell,1960.0,6,1983,1988
2102,Bob Hansen,,9,1984,1992
2103,Bob Miller,,1,1984,1984
2104,Brant Weidner,,1,1984,1984
2105,Bruce Kuczenski,,1,1984,1984
2106,Byron Scott,,14,1984,1997
2107,Carlos Clark,,2,1984,1985
2108,Charles Jones,1957.0,15,1984,1998
2109,Clyde Drexler,,15,1984,1998
2110,Craig Ehlo,,14,1984,1997
2111,Dale Ellis,,17,1984,2000
2112,Dane Suttle,,2,1984,1985
2113,Darrell Lockhart,,1,1984,1984
2114,Darrell Walker,,10,1984,1993
2115,Darren Daye,,5,1984,1988
2116,Derek Harper,,16,1984,1999
2117,Doc Rivers,,13,1984,1996
2118,Ennis Whatley,,10,1984,1997
2119,Fred Roberts,,13,1984,1997
2120,Granville Waiters,,5,1984,1988
2121,Greg Kite,,12,1984,1995
2122,Howard Carter,,2,1984,1985
2123,Jeff Malone,,13,1984,1996
2124,Jim Thomas,,4,1984,1991
2125,John Garris,,1,1984,1984
2126,John Paxson,,11,1984,1994
2127,John Pinone,,1,1984,1984
2128,Jon Sundvold,,9,1984,1992
2129,Ken Austin,,1,1984,1984
2130,Kevin Williams,,5,1984,1989
2131,Larry Micheaux,,2,1984,1985
2132,Leo Rautins,,2,1984,1985
2133,Leroy Combs,,1,1984,1984
2134,Mark Jones,1961.0,1,1984,1984
2135,Mark West,,17,1984,2000
2136,Michael Wilson,,3,1984,1987
2137,Mike Gibson,,2,1984,1986
2138,Mitchell Wiggins,,6,1984,1992
2139,Pace Mannion,,6,1984,1989
2140,Paul Thompson,,3,1984,1986
2141,Ralph Sampson,,9,1984,1992
2142,Randy Breuer,,11,1984,1994
2143,Randy Wittman,,9,1984,1992
2144,Rod Foster,,3,1984,1986
2145,Rodney McCray,,10,1984,1993
2146,Roy Hinson,,8,1984,1991
2147,Russell Cross,,1,1984,1984
2148,Scooter McCray,,3,1984,1987
2149,Sedale Threatt,,14,1984,1997
2150,Sidney Green,,10,1984,1993
2151,Sidney Lowe,,4,1984,1990
2152,Steve Stipanovich,,5,1984,1988
2153,Stewart Granger,,3,1984,1987
2154,Thurl Bailey,,12,1984,1999
2155,Tom Piotrowski,,1,1984,1984
2156,Wallace Bryant,,3,1984,1986
2157,Alvin Robertson,,10,1985,1996
2158,Antoine Carr,,16,1985,2000
2159,Bernard Thompson,,5,1985,1989
2160,Butch Graves,,1,1985,1985
2161,Charles Barkley,,16,1985,2000
2162,Charles Jones,1962.0,4,1985,1989
2163,Charlie Sitton,,1,1985,1985
2164,Chuck Aleksinas,,1,1985,1985
2165,Cory Blackwell,,1,1985,1985
2166,Dale Wilkinson,,1,1985,1985
2167,Danny Young,,10,1985,1995
2168,David Pope,,2,1985,1986
2169,Devin Durrant,,2,1985,1986
2170,Earl Jones,,2,1985,1986
2171,Eddie Lee Wilkins,,6,1985,1993
2172,Frank Brickowski,,12,1985,1997
2173,Gary Plummer,,2,1985,1993
2174,Guy Williams,,2,1985,1986
2175,Hakeem Olajuwon,,18,1985,2002
2176,Jay Humphries,,11,1985,1995
2177,Jay Murphy,,4,1985,1988
2178,Jeff Turner,,10,1985,1996
2179,Jerome Kersey,,17,1985,2001
2180,Jim Petersen,,8,1985,1992
2181,John Schweitz,,2,1985,1987
2182,John Stockton,,19,1985,2003
2183,Ken Bannister,,5,1985,1991
2184,Kenny Fields,,4,1985,1988
2185,Kenton Edelin,,1,1985,1985
2186,Kevin Willis,,21,1985,2007
2187,Lancaster Gordon,,4,1985,1988
2188,Leon Wood,,6,1985,1991
2189,Melvin Turpin,,5,1985,1990
2190,Michael Cage,,15,1985,2000
2191,Michael Holton,,6,1985,1990
2192,Michael Jordan,,15,1985,2003
2193,Michael Young,,3,1985,1990
2194,Othell Wilson,,2,1985,1987
2195,Otis Thorpe,,17,1985,2001
2196,Ozell Jones,,2,1985,1986
2197,Peter Thibeaux,,2,1985,1986
2198,Ralph Jackson,,1,1985,1985
2199,Rick Carlisle,,5,1985,1990
2200,Ron Anderson,,10,1985,1994
2201,Ron Cavenall,,2,1985,1989
2202,Sam Bowie,,10,1985,1995
2203,Sam Perkins,,17,1985,2001
2204,Steve Burtt,,4,1985,1993
2205,Steve Colter,,8,1985,1995
2206,Stuart Gray,,7,1985,1991
2207,Terence Stansbury,,3,1985,1987
2208,Tim McCormick,,8,1985,1992
2209,Tom Scheffler,,1,1985,1985
2210,Tom Sewell,,1,1985,1985
2211,Tom Sluby,,1,1985,1985
2212,Tony Brown,,7,1985,1992
2213,Tony Campbell,,11,1985,1995
2214,Vern Fleming,,12,1985,1996
2215,Wayne Sappleton,,1,1985,1985
2216,Willie White,,2,1985,1986
2217,A.C. Green,,16,1986,2001
2218,Alex Stivrins,,2,1986,1993
2219,Alfredrick Hughes,,1,1986,1986
2220,Ben McDonald,,4,1986,1989
2221,Benoit Benjamin,,15,1986,2000
2222,Bill Martin,,3,1986,1988
2223,Bill Wennington,,13,1986,2000
2224,Blair Rasmussen,,8,1986,1993
2225,Bob Thornton,,8,1986,1996
2226,Brian Martin,,1,1986,1986
2227,Carey Scurry,,3,1986,1988
2228,Carl Henry,,1,1986,1986
2229,Charles Oakley,,19,1986,2004
2230,Chris McNealy,,3,1986,1988
2231,Chris Mullin,,16,1986,2001
2232,Claude Gregory,,2,1986,1988
2233,David Cooke,,1,1986,1986
2234,Derrick Rowland,,1,1986,1986
2235,Detlef Schrempf,,16,1986,2001
2236,Dirk Minniefield,,3,1986,1988
2237,Dwayne McClain,,1,1986,1986
2238,Ed Pinckney,,12,1986,1997
2239,Fred Cofield,,2,1986,1987
2240,Georgi Glouchkov,,1,1986,1986
2241,Gerald Wilkins,,13,1986,1999
2242,Greg Stokes,,2,1986,1990
2243,Harold Keeling,,1,1986,1986
2244,Jeff Cross,,1,1986,1986
2245,Jerome Henderson,,2,1986,1987
2246,Jerry Reynolds,,8,1986,1996
2247,Joe Dumars,,14,1986,1999
2248,Joe Kleine,,15,1986,2000
2249,John Battle,,10,1986,1995
2250,Jon Koncak,,11,1986,1996
2251,Karl Malone,,19,1986,2004
2252,Keith Lee,,3,1986,1989
2253,Ken Green,,1,1986,1986
2254,Ken Johnson,1962.0,1,1986,1986
2255,Kenny Green,,2,1986,1987
2256,Lorenzo Charles,,1,1986,1986
2257,Manute Bol,,10,1986,1995
2258,Michael Adams,,11,1986,1996
2259,Michael Phelps,,3,1986,1988
2260,Mike Brittain,,2,1986,1987
2261,Mike Smrek,,7,1986,1992
2262,Nick Vanos,,2,1986,1987
2263,Patrick Ewing,1962.0,17,1986,2002
2264,Perry Moss,,2,1986,1987
2265,Pete Williams,,2,1986,1987
2266,Ron Crevier,,1,1986,1986
2267,Sam Vincent,,7,1986,1992
2268,Sedric Toney,,5,1986,1994
2269,Spud Webb,,12,1986,1998
2270,Steve Harris,,5,1986,1990
2271,Terry Catledge,,8,1986,1993
2272,Terry Porter,,17,1986,2002
2273,Tyrone Corbin,,16,1986,2001
2274,Uwe Blab,,5,1986,1990
2275,Voise Winters,,1,1986,1986
2276,Wayman Tisdale,,12,1986,1997
2277,Xavier McDaniel,,12,1986,1998
2278,Yvon Joseph,,1,1986,1986
2279,Adrian Branch,,4,1987,1990
2280,Andre Turner,,6,1987,1992
2281,Anthony Jones,,3,1987,1990
2282,Ben Coleman,,5,1987,1994
2283,Billy Thompson,,6,1987,1992
2284,Brad Daugherty,,8,1987,1994
2285,Brad Sellers,,6,1987,1993
2286,Brad Wright,,2,1987,1988
2287,Bruce Douglas,,1,1987,1987
2288,Buck Johnson,,7,1987,1993
2289,Cedric Henderson,1965.0,1,1987,1987
2290,Chris Washburn,,2,1987,1988
2291,Chuck Person,,13,1987,2000
2292,Clinton Smith,,2,1987,1991
2293,Conner Henry,,2,1987,1988
2294,Cozell McQueen,,1,1987,1987
2295,Curtis Kitchen,,1,1987,1987
2296,Dave Feitl,,5,1987,1992
2297,David Wingate,,15,1987,2001
2298,Dell Curry,,16,1987,2002
2299,Dennis Nutt,,1,1987,1987
2300,Dennis Rodman,,14,1987,2000
2301,Dwayne Polee,,1,1987,1987
2302,Fernando Martín,,1,1987,1987
2303,Forrest McKenzie,,1,1987,1987
2304,Grant Gondrezick,,2,1987,1989
2305,Greg Dreiling,,10,1987,1997
2306,Harold Pressley,,4,1987,1990
2307,Hot Rod Williams,,13,1987,1999
2308,Jeff Hornacek,,14,1987,2000
2309,Jim Lampley,,1,1987,1987
2310,Joe Binion,,1,1987,1987
2311,John Salley,,11,1987,2000
2312,John Williams,,8,1987,1995
2313,Johnny Dawkins,,9,1987,1995
2314,Johnny Newman,,16,1987,2002
2315,Johnny Rogers,,2,1987,1988
2316,Keith Smith,,1,1987,1987
2317,Kenny Gattison,,9,1987,1996
2318,Kenny Walker,,7,1987,1995
2319,Kevin Duckworth,,11,1987,1997
2320,Kevin Henderson,,2,1987,1988
2321,Larry Krystkowiak,,9,1987,1997
2322,Mark Alarie,,5,1987,1991
2323,Mark Price,,12,1987,1998
2324,Maurice Martin,,2,1987,1988
2325,McKinley Singleton,,1,1987,1987
2326,Mike Brown,,11,1987,1997
2327,Myron Jackson,,1,1987,1987
2328,Nate McMillan,,12,1987,1998
2329,Otis Smith,,6,1987,1992
2330,Pearl Washington,,3,1987,1989
2331,Perry Young,,1,1987,1987
2332,Pete Myers,,9,1987,1998
2333,Rafael Addison,,6,1987,1997
2334,Ron Harper,,15,1987,2001
2335,Ron Rowan,,1,1987,1987
2336,Roy Tarpley,,6,1987,1995
2337,Scott Skiles,,10,1987,1996
2338,Steffond Johnson,,1,1987,1987
2339,Tim Kempton,,8,1987,1998
2340,Walter Berry,,3,1987,1989
2341,William Bedford,,6,1987,1993
2342,Andre Moore,,1,1988,1988
2343,Armen Gilliam,,13,1988,2000
2344,Bart Kofoed,,5,1988,1993
2345,Billy Donovan,,1,1988,1988
2346,Brad Lohaus,,11,1988,1998
2347,Brian Rowsom,,3,1988,1990
2348,Chris Dudley,,16,1988,2003
2349,Chris Welp,,3,1988,1990
2350,Clinton Wheeler,,2,1988,1989
2351,Dallas Comegys,,2,1988,1989
2352,Dave Henderson,,1,1988,1988
2353,Dave Hoppen,,6,1988,1993
2354,Dennis Hopson,,5,1988,1992
2355,Derrick McKey,,15,1988,2002
2356,Duane Washington,,2,1988,1993
2357,Eddie Hughes,,3,1988,1990
2358,Eric White,,2,1988,1989
2359,Greg Anderson,,10,1988,1998
2360,Horace Grant,,17,1988,2004
2361,Jamie Waller,,1,1988,1988
2362,Jim Farmer,,5,1988,1994
2363,Joe Arlauckas,,1,1988,1988
2364,Joe Wolf,,11,1988,1999
2365,John Stroeder,,2,1988,1989
2366,Kannard Johnson,,1,1988,1988
2367,Ken Norman,,10,1988,1997
2368,Kenny Smith,,10,1988,1997
2369,Kevin Gamble,,10,1988,1997
2370,Kevin Johnson,,12,1988,2000
2371,Mark Acres,,6,1988,1993
2372,Mark Jackson,,17,1988,2004
2373,Mark Wade,,2,1988,1990
2374,Martin Nessley,,1,1988,1988
2375,Michael Jackson,,3,1988,1990
2376,Milt Wagner,,2,1988,1991
2377,Muggsy Bogues,,14,1988,2001
2378,Nate Blackwell,,1,1988,1988
2379,Nikita Wilson,,1,1988,1988
2380,Norris Coleman,,1,1988,1988
2381,Olden Polynice,,15,1988,2004
2382,Phil Zevenbergen,,1,1988,1988
2383,Ralph Lewis,,3,1988,1990
2384,Reggie Lewis,,6,1988,1993
2385,Reggie Miller,,18,1988,2005
2386,Reggie Williams,1964.0,10,1988,1997
2387,Richard Rellford,,1,1988,1988
2388,Rickie Winslow,,1,1988,1988
2389,Ricky Wilson,,1,1988,1988
2390,Ron Moore,,1,1988,1988
2391,Ronnie Murphy,,1,1988,1988
2392,Scott Roth,,3,1988,1990
2393,Scottie Pippen,,17,1988,2004
2394,Steve Alford,,4,1988,1991
2395,Tellis Frank,,5,1988,1994
2396,Tod Murphy,,5,1988,1994
2397,Tony White,,1,1988,1988
2398,Vincent Askew,,9,1988,1998
2399,Winston Crite,,2,1988,1989
2400,Winston Garland,,7,1988,1995
2401,Andrew Lang,,12,1989,2000
2402,Anthony Bowie,,8,1989,1998
2403,Anthony Frederick,,3,1989,1992
2404,Anthony Taylor,,1,1989,1989
2405,Avery Johnson,,16,1989,2004
2406,Barry Sumpter,,1,1989,1989
2407,Ben Gillery,,1,1989,1989
2408,Bill Jones,,1,1989,1989
2409,Brian Shaw,,14,1989,2003
2410,Charles Shackleford,,6,1989,1999
2411,Charles Smith,1965.0,9,1989,1997
2412,Chris Morris,,11,1989,1999
2413,Corey Gaines,,5,1989,1995
2414,Craig Neal,,2,1989,1991
2415,Dan Majerle,,14,1989,2002
2416,Danny Manning,,15,1989,2003
2417,Dave Popson,,3,1989,1992
2418,David Rivers,,3,1989,1992
2419,David Wood,,7,1989,1997
2420,Derrick Chievous,,3,1989,1991
2421,Dominic Pressley,,1,1989,1989
2422,Duane Ferrell,,11,1989,1999
2423,Eric Leckner,,8,1989,1997
2424,Everette Stephens,,2,1989,1991
2425,Fennis Dembo,,1,1989,1989
2426,Gary Grant,,13,1989,2001
2427,Grant Long,,15,1989,2003
2428,Greg Butler,,3,1989,1991
2429,Harvey Grant,,11,1989,1999
2430,Hersey Hawkins,,13,1989,2001
2431,Jack Haley,,9,1989,1998
2432,Jeff Grayer,,9,1989,1998
2433,Jerome Lane,,5,1989,1993
2434,Jim Les,,7,1989,1995
2435,Jim Rowinski,,2,1989,1990
2436,John Shasky,,3,1989,1991
2437,John Starks,,13,1989,2002
2438,José Ortiz,,2,1989,1990
2439,Keith Smart,,1,1989,1989
2440,Kelvin Upshaw,,3,1989,1991
2441,Kevin Edwards,,11,1989,2001
2442,Ledell Eackles,,7,1989,1998
2443,Mark Bryant,,15,1989,2003
2444,Mark Davis,1963.0,1,1989,1989
2445,Michael Anderson,,1,1989,1989
2446,Micheal Williams,,10,1989,1999
2447,Mike Champion,,1,1989,1989
2448,Mitch Richmond,,14,1989,2002
2449,Morlon Wiley,,7,1989,1995
2450,Orlando Graham,,1,1989,1989
2451,Ramón Rivas,,1,1989,1989
2452,Randolph Keys,,5,1989,1996
2453,Randy Allen,,2,1989,1990
2454,Rex Chapman,,12,1989,2000
2455,Richard Morton,,1,1989,1989
2456,Ricky Berry,,1,1989,1989
2457,Rik Smits,,12,1989,2000
2458,Rob Lock,,1,1989,1989
2459,Rob Rose,,1,1989,1989
2460,Rod Strickland,,17,1989,2005
2461,Rolando Ferreira,,1,1989,1989
2462,Ron Grandison,,4,1989,1996
2463,Rony Seikaly,,11,1989,1999
2464,Scott Brooks,,10,1989,1998
2465,Shelton Jones,,1,1989,1989
2466,Steve Kerr,,15,1989,2003
2467,Sylvester Gray,,1,1989,1989
2468,Tim Perry,,8,1989,1996
2469,Tito Horford,,3,1989,1994
2470,Todd Mitchell,,1,1989,1989
2471,Tom Garrick,,4,1989,1992
2472,Tom Tolbert,,7,1989,1995
2473,Vernon Maxwell,,13,1989,2001
2474,Vinny Del Negro,,12,1989,2002
2475,Wayne Engelstad,,1,1989,1989
2476,Will Perdue,,13,1989,2001
2477,Willie Anderson,,9,1989,1997
2478,Adrian Caldwell,,6,1990,1998
2479,Alexander Volkov,,2,1990,1992
2480,Anthony Mason,,13,1990,2003
2481,B.J. Armstrong,,11,1990,2000
2482,Blue Edwards,,10,1990,1999
2483,Bob McCann,,5,1990,1998
2484,Brian Quinnett,,3,1990,1992
2485,Byron Dinkins,,2,1990,1991
2486,Byron Irvin,,3,1990,1993
2487,Carlton McKinney,,2,1990,1992
2488,Charles Smith,1967.0,3,1990,1996
2489,Chucky Brown,,13,1990,2002
2490,Clifford Lett,,2,1990,1991
2491,Clifford Robinson,,18,1990,2007
2492,Dana Barros,,14,1990,2004
2493,David Robinson,,14,1990,2003
2494,Delaney Rudd,,4,1990,1993
2495,Derrick Gervin,,2,1990,1991
2496,Dexter Shouse,,1,1990,1990
2497,Donald Royal,,8,1990,1998
2498,Doug Roth,,1,1990,1990
2499,Doug West,,12,1990,2001
2500,Dražen Petrović,,4,1990,1993
2501,Dyron Nix,,1,1990,1990
2502,Ed Horton,,1,1990,1990
2503,Eric Johnson,,1,1990,1990
2504,Frank Kornet,,2,1990,1991
2505,Gary Leonard,,3,1990,1992
2506,Gary Voce,,1,1990,1990
2507,George McCloud,,12,1990,2002
2508,Glen Rice,,15,1990,2004
2509,Greg Grant,,6,1990,1996
2510,Haywoode Workman,,8,1990,2000
2511,Henry Turner,,2,1990,1995
2512,J.R. Reid,,11,1990,2001
2513,Jaren Jackson,,12,1990,2002
2514,Jay Edwards,,1,1990,1990
2515,Jay Taylor,,1,1990,1990
2516,Jeff Lebo,,1,1990,1990
2517,Jeff Martin,,2,1990,1991
2518,Jeff Sanders,,4,1990,1993
2519,John Morton,,3,1990,1992
2520,Kenny Battle,,4,1990,1993
2521,Kenny Payne,,4,1990,1993
2522,Lanard Copeland,,2,1990,1992
2523,Leonard Taylor,,1,1990,1990
2524,Mel McCants,,1,1990,1990
2525,Michael Ansley,,3,1990,1992
2526,Michael Smith,1965.0,3,1990,1995
2527,Mike Higgins,,2,1990,1991
2528,Mike Morrison,,1,1990,1990
2529,Mike Williams,,1,1990,1990
2530,Mookie Blaylock,,13,1990,2002
2531,Nate Johnston,,1,1990,1990
2532,Nick Anderson,,13,1990,2002
2533,Pervis Ellison,,11,1990,2001
2534,Pooh Richardson,,10,1990,1999
2535,Randy White,,5,1990,1994
2536,Raymond Brown,,1,1990,1990
2537,Roy Marble,,2,1990,1994
2538,Sam Mitchell,,13,1990,2002
2539,Šarūnas Marčiulionis,,7,1990,1997
2540,Scott Haffner,,2,1990,1991
2541,Scott Meents,,2,1990,1991
2542,Sean Elliott,,12,1990,2001
2543,Shawn Kemp,,14,1990,2003
2544,Sherman Douglas,,12,1990,2001
2545,Stacey King,,8,1990,1997
2546,Stan Kimbrough,,2,1990,1993
2547,Stanley Brundy,,1,1990,1990
2548,Steve Bucknall,,1,1990,1990
2549,Terry Davis,,10,1990,2001
2550,Terry Dozier,,1,1990,1990
2551,Tim Hardaway,,13,1990,2003
2552,Tim Legler,,10,1990,2000
2553,Todd Lichti,,5,1990,1994
2554,Tom Hammonds,,12,1990,2001
2555,Torgeir Bryn,,1,1990,1990
2556,Vlade Divac,,16,1990,2005
2557,Winston Bennett,,3,1990,1992
2558,Žarko Paspalj,,1,1990,1990
2559,A.J. English,,2,1991,1992
2560,A.J. Wynder,,1,1991,1991
2561,Alaa Abdelnaby,,5,1991,1995
2562,Alan Ogg,,3,1991,1993
2563,Alec Kessler,,4,1991,1994
2564,Andy Toolson,,2,1991,1996
2565,Anthony Bonner,,6,1991,1996
2566,Anthony Cook,,4,1991,1996
2567,Bimbo Coles,,14,1991,2004
2568,Bo Kimble,,3,1991,1993
2569,Brian Oliver,,4,1991,1998
2570,Cedric Ball,,1,1991,1991
2571,Cedric Ceballos,,11,1991,2001
2572,Chris Munk,,1,1991,1991
2573,Dan Godfread,,2,1991,1992
2574,Dan O'Sullivan,,4,1991,1996
2575,Danny Ferry,,13,1991,2003
2576,Dave Jamerson,,3,1991,1994
2577,Dee Brown,1968.0,12,1991,2002
2578,Dennis Scott,,10,1991,2000
2579,Derrick Coleman,,15,1991,2005
2580,Duane Causwell,,11,1991,2001
2581,Dwayne Schintzius,,8,1991,1999
2582,Elden Campbell,,15,1991,2005
2583,Felton Spencer,,12,1991,2002
2584,Gary Payton,,17,1991,2007
2585,Gerald Glass,,4,1991,1996
2586,Gerald Paddio,,3,1991,1994
2587,Greg Foster,,13,1991,2003
2588,Henry James,,7,1991,1998
2589,Howard Wright,,2,1991,1993
2590,Ian Lockhart,,1,1991,1991
2591,Irving Thomas,,1,1991,1991
2592,Jayson Williams,,9,1991,1999
2593,Jerrod Mustaf,,4,1991,1994
2594,Jim Grandholm,,1,1991,1991
2595,Jud Buechler,,12,1991,2002
2596,Keith Askins,,9,1991,1999
2597,Kendall Gill,,15,1991,2005
2598,Kennard Winchester,,3,1991,1993
2599,Kenny Williams,,4,1991,1994
2600,Kevin Pritchard,,4,1991,1996
2601,Kurk Lee,,1,1991,1991
2602,Lance Blanks,,3,1991,1993
2603,Larry Robinson,,7,1991,2002
2604,Les Jepsen,,2,1991,1992
2605,Lionel Simmons,,7,1991,1997
2606,Loy Vaught,,11,1991,2001
2607,Mahmoud Abdul-Rauf,,9,1991,2001
2608,Marcus Liberty,,4,1991,1994
2609,Mario Elie,,11,1991,2001
2610,Matt Bullard,,11,1991,2002
2611,Miloš Babić,,2,1991,1992
2612,Negele Knight,,6,1991,1999
2613,Richard Coffey,,1,1991,1991
2614,Rick Calloway,,1,1991,1991
2615,Rumeal Robinson,,6,1991,1997
2616,Scott Williams,,15,1991,2005
2617,Sean Higgins,,6,1991,1998
2618,Steve Henson,,7,1991,1999
2619,Steve Scheffler,,7,1991,1997
2620,Stojko Vranković,,5,1991,1999
2621,Tate George,,4,1991,1995
2622,Terry Mills,,11,1991,2001
2623,Tony Dawson,,2,1991,1995
2624,Tony Harris,,3,1991,1995
2625,Tony Massenburg,,13,1991,2005
2626,Tony Smith,,9,1991,2001
2627,Travis Mays,,3,1991,1993
2628,Trevor Wilson,,4,1991,1996
2629,Tyrone Hill,,14,1991,2004
2630,Walter Palmer,,2,1991,1993
2631,Willie Burton,,8,1991,1999
2632,Billy Owens,,10,1992,2001
2633,Bison Dele,,8,1992,1999
2634,Bobby Phills,,9,1992,2000
2635,Brian Howard,,2,1992,1993
2636,Carl Herrera,,8,1992,1999
2637,Carl Thomas,,3,1992,1998
2638,Cedric Hunter,,1,1992,1992
2639,Charles Thomas,,1,1992,1992
2640,Chris Corchiani,,3,1992,1994
2641,Chris Gatling,,11,1992,2002
2642,Corey Crowder,,2,1992,1995
2643,Dale Davis,,16,1992,2007
2644,David Benoit,,7,1992,2001
2645,Demetrius Calip,,1,1992,1992
2646,Derek Strong,,10,1992,2001
2647,Dikembe Mutombo,,18,1992,2009
2648,Donald Hodge,,5,1992,1996
2649,Doug Lee,,3,1992,1995
2650,Doug Smith,,5,1992,1996
2651,Elliot Perry,,10,1992,2002
2652,Eric Murdock,,9,1992,2000
2653,Greg Anthony,,11,1992,2002
2654,Greg Sutton,,3,1992,1996
2655,Isaac Austin,,9,1992,2002
2656,Jimmy Oliver,,5,1992,1999
2657,João Vianna,,1,1992,1992
2658,John Turner,,1,1992,1992
2659,Keith Owens,,1,1992,1992
2660,Kenny Anderson,,14,1992,2005
2661,Kevin Brooks,,3,1992,1994
2662,Kevin Lynch,,2,1992,1993
2663,LaBradford Smith,,3,1992,1994
2664,Lamont Strothers,,2,1992,1993
2665,Larry Johnson,1969.0,10,1992,2001
2666,Larry Stewart,,5,1992,1997
2667,LeRon Ellis,,3,1992,1996
2668,Luc Longley,,10,1992,2001
2669,Mark Macon,,6,1992,1999
2670,Mark Randall,,4,1992,1995
2671,Marty Conlon,,9,1992,2000
2672,Mike Iuzzolino,,2,1992,1993
2673,Myron Brown,,1,1992,1992
2674,Patrick Eddie,,1,1992,1992
2675,Paul Graham,,3,1992,1994
2676,Pete Chilcutt,,9,1992,2000
2677,Randy Brown,,12,1992,2003
2678,Rich King,,4,1992,1995
2679,Rick Fox,,13,1992,2004
2680,Robert Pack,,13,1992,2004
2681,Rodney Monroe,,1,1992,1992
2682,Sean Green,,3,1992,1994
2683,Stacey Augmon,,15,1992,2006
2684,Stanley Roberts,,8,1992,2000
2685,Stephen Thompson,,1,1992,1992
2686,Steve Bardo,,3,1992,1996
2687,Steve Smith,,14,1992,2005
2688,Terrell Brandon,,11,1992,2002
2689,Tharon Mayes,,1,1992,1992
2690,Tom Copa,,1,1992,1992
2691,Tracy Moore,,5,1992,1997
2692,Victor Alexander,,5,1992,2002
2693,Adam Keefe,,9,1993,2001
2694,Alex Blackwell,,1,1993,1993
2695,Alonzo Mourning,,15,1993,2008
2696,Andre Spencer,,2,1993,1994
2697,Anthony Avent,,6,1993,2000
2698,Anthony Peeler,,13,1993,2005
2699,Anthony Pullard,,1,1993,1993
2700,Barry Stevens,,1,1993,1993
2701,Brent Price,,9,1993,2002
2702,Bryant Stith,,10,1993,2002
2703,Byron Houston,,4,1993,1996
2704,Chris Smith,1970.0,3,1993,1995
2705,Christian Laettner,,13,1993,2005
2706,Clarence Weatherspoon,,13,1993,2005
2707,Corey Williams,,2,1993,1994
2708,Dave Johnson,,2,1993,1994
2709,Dexter Cambridge,,1,1993,1993
2710,Don MacLean,,9,1993,2001
2711,Doug Christie,,15,1993,2007
2712,Doug Overton,,11,1993,2004
2713,Duane Cooper,,2,1993,1994
2714,Elmore Spencer,,5,1993,1997
2715,Eric Anderson,,2,1993,1994
2716,Gundars Vētra,,1,1993,1993
2717,Harold Miner,,4,1993,1996
2718,Hubert Davis,,12,1993,2004
2719,Isaiah Morris,,1,1993,1993
2720,Jay Guidinger,,2,1993,1994
2721,Jim Jackson,,14,1993,2006
2722,Jo Jo English,,3,1993,1995
2723,Joe Courtney,,4,1993,1997
2724,John Crotty,,11,1993,2003
2725,Jon Barry,,14,1993,2006
2726,Keith Jennings,,3,1993,1995
2727,LaPhonso Ellis,,11,1993,2003
2728,Latrell Sprewell,,13,1993,2005
2729,Lee Mayberry,,7,1993,1999
2730,Litterial Green,,5,1993,1999
2731,Lloyd Daniels,,5,1993,1998
2732,Lorenzo Williams,,7,1993,2000
2733,Malik Sealy,,8,1993,2000
2734,Marcus Webb,,1,1993,1993
2735,Marlon Maxey,,2,1993,1994
2736,Matt Geiger,,10,1993,2002
2737,Matt Othick,,1,1993,1993
2738,Melvin Newbern,,1,1993,1993
2739,Oliver Miller,,9,1993,2004
2740,Pat Durham,,2,1993,1995
2741,Radisav Ćurčić,,1,1993,1993
2742,Randy Woods,,4,1993,1996
2743,Reggie Smith,,2,1993,1994
2744,Richard Dumas,,3,1993,1996
2745,Ricky Blanton,,1,1993,1993
2746,Robert Horry,,16,1993,2008
2747,Robert Werdann,,3,1993,1997
2748,Sam Mack,,7,1993,2002
2749,Sean Rooks,,12,1993,2004
2750,Shaquille O'Neal,,19,1993,2011
2751,Stephen Howard,,4,1993,1998
2752,Thomas Jordan,,1,1993,1993
2753,Todd Day,,8,1993,2001
2754,Tom Gugliotta,,13,1993,2005
2755,Tony Bennett,,3,1993,1995
2756,Tracy Murray,,12,1993,2004
