,Player Name,Seasons in NBA,First Season Played,Last Season Played
3501,John Richter,1,1960,1960
3502,Dick Ricketts,3,1956,1958
3503,Wilbert Robinson,1,1974,1974
3504,Guy Rodgers,12,1959,1970
3505,Malik Rose,13,1997,2009
3506,Petey Rosenberg,1,1947,1947
3507,Ron Rowan,1,1987,1987
3508,Jerry Rullo,4,1947,1950
3509,Ed Sadowski,4,1947,1950
3510,John Salmons,13,2003,2015
3511,Bob Schafer,2,1956,1957
3512,Ray Scott,11,1962,1972
3513,George Senesky,8,1947,1954
3514,Mustafa Shakur,2,2011,2014
3515,Lionel Simmons,7,1991,1997
3516,Sean Singletary,1,2009,2009
3517,Steven Smith,1,2007,2007
3518,Mike Sojourner,3,1975,1977
3519,Willie Sojourner,4,1972,1975
3520,Willie Somerset,3,1966,1969
3521,Art Spector,4,1947,1950
3522,Erv Staggs,1,1970,1970
3523,Keith Starr,1,1977,1977
3524,Lamar Stevens,2,2021,2022
3525,Larry Stewart,5,1992,1997
3526,Maurice Stokes,3,1956,1958
3527,Bob Sura,10,1996,2005
3528,George Sutor,3,1968,1970
3529,Walt Szczerbiak,1,1972,1972
3530,Dave Twardzik,8,1973,1980
3531,Jack Twyman,11,1956,1966
3532,Hal Uplinger,1,1954,1954
3533,Stephen Vacendak,3,1968,1970
3534,Whitey Von Nieda,1,1950,1950
3535,Dion Waiters,8,2013,2020
3536,Horace Walker,1,1962,1962
3537,Lonnie Walker IV,4,2019,2022
3538,Phil Walker,1,1978,1978
3539,Wally Walker,8,1977,1984
3540,Rasheed Wallace,16,1996,2013
3541,Red Wallace,1,1947,1947
3542,Matt Walsh,1,2006,2006
3543,Brad Wanamaker,4,2019,2022
3544,Hakim Warrick,8,2006,2013
3545,Jim Washington,11,1966,1976
3546,Trooper Washington,6,1968,1973
3547,Maalik Wayns,2,2013,2014
3548,Brant Weidner,1,1984,1984
3549,Bob Weiss,12,1966,1977
3550,Doug West,12,1990,2001
3551,Rodney White,4,2002,2005
3552,Alvin Williams,9,1998,2007
3553,Earl Williams,4,1975,1979
3554,Hank Williams,1,1975,1975
3555,Isaiah Wilson,2,1972,1973
3556,Luke Witte,3,1974,1976
3557,Randy Woods,4,1993,1996
3558,Dennis Wuycik,3,1973,1975
3559,Harry Zeller,1,1947,1947
3560,Matt Zunic,1,1949,1949
3561,Marvin Barnes,6,1975,1980
3562,Ernie Calverley,3,1947,1949
3563,Ernie DiGregorio,5,1974,1978
3564,David Duke Jr.,1,2022,2022
3565,Tom Garrick,4,1989,1992
3566,Joe Hassett,6,1978,1983
3567,Ricky Ledo,2,2014,2015
3568,Dino Martin,2,1947,1948
3569,George Mearns,2,1947,1948
3570,Earl Shannon,3,1947,1949
3571,Owen Wells,1,1975,1975
3572,Willie Anderson,9,1989,1997
3573,Jim Barnett,11,1967,1977
3574,Leon Benbow,2,1975,1976
3575,Trevor Booker,8,2011,2018
3576,Winford Boynes,3,1979,1981
3577,Jarrell Brantley,2,2020,2021
3578,Kevin Brooks,3,1992,1994
3579,Kwame Brown,12,2002,2013
3580,Pete Chilcutt,9,1992,2000
3581,Nic Claxton,3,2020,2022
3582,Tyrone Corbin,16,1986,2001
3583,Torrey Craig,5,2018,2022
3584,Michael Dickerson,5,1999,2003
3585,PJ Dozier,5,2018,2022
3586,Alex English,15,1977,1991
3587,Jawun Evans,2,2018,2019
3588,Raymond Felton,14,2006,2019
3589,Jake Ford,2,1971,1972
3590,Kevin Garnett,21,1996,2016
3591,Mike Gibson,2,1984,1986
3592,Tom Henderson,9,1975,1983
3593,Harold Jamison,2,2000,2002
3594,Anthony Johnson,13,1998,2010
3595,Brice Johnson,2,2017,2018
3596,Clyde Mayes,2,1976,1977
3597,Xavier McDaniel,12,1986,1998
3598,Dean Meminger,6,1972,1977
3599,Khris Middleton,10,2013,2022
3600,Lowes Moore,3,1981,1983
3601,Mikki Moore,13,1999,2012
3602,Ja Morant,3,2020,2022
3603,Larry Nance,13,1982,1994
3604,Jim Neal,2,1954,1955
3605,Aaron Nesmith,2,2021,2022
3606,Jermaine O'Neal,18,1997,2014
3607,Josh Powell,7,2006,2014
3608,Laron Profit,4,2000,2006
3609,Clifford Ray,10,1972,1981
3610,Stanley Roberts,8,1992,2000
3611,Ramon Sessions,11,2008,2018
3612,John Shumate,5,1976,1981
3613,Levern Tart,4,1968,1971
3614,Sindarius Thornwell,4,2018,2021
3615,Jayson Williams,9,1991,1999
3616,Travis Williams,2,1998,1999
3617,Leon Wood,6,1985,1991
3618,Ray Ellefson,2,1949,1951
3619,Mike Miller,17,2001,2017
3620,Med Park,5,1956,1960
3621,Jared Reiner,2,2005,2007
3622,Jon Sundvold,9,1984,1992
3623,Vincent Askew,9,1988,1998
3624,Corey Beck,3,1996,1999
3625,William Bedford,6,1987,1993
3626,Tarik Black,4,2015,2018
3627,Jordan Bone,2,2020,2021
3628,Corey Brewer,13,2008,2020
3629,Antonio Burks,2,2005,2006
3630,Art Burris,2,1951,1952
3631,Mike Butler,4,1969,1972
3632,Derrick Byars,1,2012,2012
3633,Rodney Carney,5,2007,2011
3634,Chris Chiozza,4,2019,2022
3635,Carlos Clark,2,1984,1985
3636,Ian Clark,6,2014,2019
3637,Coty Clarke,1,2016,2016
3638,Antonius Cleveland,2,2018,2020
3639,Lester Conner,12,1983,1995
3640,Dillard Crocker,4,1949,1953
3641,Charles Davis,8,1982,1990
3642,Tony Delk,10,1997,2006
3643,Larry Finch,2,1974,1975
3644,Chris Garner,2,1998,2001
3645,Calvin Garrett,4,1981,1984
3646,Dee Gibson,1,1950,1950
3647,Sylvester Gray,1,1989,1989
3648,Marcus Haislip,4,2003,2010
3649,Steve Hamer,1,1997,1997
3650,Anfernee Hardaway,14,1994,2008
3651,Bob Harris,5,1950,1954
3652,David Harrison,4,2005,2008
3653,Trenton Hassell,9,2002,2010
3654,Kirk Haston,2,2002,2003
3655,Cedric Henderson,5,1998,2002
3656,Keith Herron,3,1979,1982
3657,Paul Hogue,2,1963,1964
3658,Otis Howard,1,1979,1979
3659,Bailey Howell,12,1960,1971
3660,Lester Hudson,4,2010,2015
3661,Les Hunter,7,1965,1973
3662,Abdul Jeelani,2,1980,1981
3663,John Jenkins,6,2013,2019
3664,Keon Johnson,1,2022,2022
3665,Dontae' Jones,1,1998,1998
3666,Jemerrio Jones,2,2019,2022
3667,Popeye Jones,11,1994,2004
3668,Rich Jones,8,1970,1977
3669,Clyde Lee,10,1967,1976
3670,Bill Ligon,1,1975,1975
3671,Ryan Lorthridge,1,1995,1995
3672,Malcolm Mackey,1,1994,1994
3673,Tom Marshall,4,1955,1959
3674,Jeremiah Martin,2,2020,2021
3675,Garrison Mathews,3,2020,2022
3676,Ted McClain,8,1972,1979
3677,Hank McDowell,6,1982,1987
3678,Darnell Mee,2,1994,1995
3679,Jodie Meeks,10,2010,2019
3680,Ron Mercer,8,1998,2005
3681,Johnny Neumann,7,1972,1978
3682,Cameron Payne,7,2016,2022
3683,Elliot Perry,10,1992,2002
3684,Don Ray,1,1950,1950
3685,J.J. Redick,15,2007,2021
3686,Rick Roberson,7,1970,1976
3687,Anthony Roberts,5,1978,1984
3688,Oscar Robertson,14,1961,1974
3689,Ronnie Robinson,2,1974,1975
3690,Doug Roth,1,1990,1990
3691,Campy Russell,9,1975,1985
3692,Alvin Scott,8,1978,1985
3693,McKinley Singleton,1,1987,1987
3694,Jim Slaughter,1,1952,1952
3695,Bingo Smith,11,1970,1980
3696,Ryan Stack,2,1999,2000
3697,Jarnell Stokes,3,2015,2017
3698,Johnny Taylor,3,1998,2000
3699,Adonis Thomas,1,2014,2014
3700,Paul Thompson,3,1984,1986
3701,Andre Turner,6,1987,1992
3702,Elston Turner,8,1982,1989
3703,David Vaughn,2,1975,1976
3704,Dwight Waller,3,1969,1972
3705,Willie White,2,1985,1986
3706,Ron Widby,1,1968,1968
3707,James Wilkes,3,1981,1983
3708,Elliot Williams,4,2012,2016
3709,Johnathan Williams,2,2019,2020
3710,Lou Williams,17,2006,2022
3711,Shawne Williams,7,2007,2015
3712,Michael Wilson,3,1984,1987
3713,James Wiseman,1,2021,2021
3714,Qyntel Woods,4,2003,2006
3715,Brandan Wright,10,2008,2018
3716,Lorenzen Wright,13,1997,2009
3717,Vincent Yarbrough,1,2003,2003
3718,Stephen Zimmerman,1,2017,2017
3719,Quincy Acy,7,2013,2019
3720,LaMarcus Aldridge,16,2007,2022
3721,Greg Anderson,10,1988,1998
3722,Jay Arnette,3,1964,1966
3723,Darrell Arthur,9,2009,2018
3724,Chris Babb,1,2014,2014
3725,Tom Barker,2,1977,1979
3726,Maceo Baston,4,2003,2009
3727,Tony Battie,14,1998,2012
3728,John Beasley,7,1968,1974
3729,Zelmo Beaty,12,1963,1975
3730,Mario Bennett,4,1996,2000
3731,Lance Blanks,3,1991,1993
3732,Mookie Blaylock,13,1990,2002
3733,Marques Bolden,2,2020,2021
3734,Chris Bosh,13,2004,2016
3735,Nate Bowman,6,1967,1972
3736,Price Brookfield,2,1949,1950
3737,Armoni Brooks,2,2021,2022
3738,Greg Brown III,1,2022,2022
3739,David Burns,1,1982,1982
3740,Jimmy Butler,11,2012,2022
3741,Adrian Caldwell,6,1990,1998
3742,Joe Caldwell,11,1965,1975
3743,Mack Calvin,11,1970,1981
3744,Bob Carpenter,2,1950,1951
3745,Jimmy Carruth,1,1997,1997
3746,Jake Carter,1,1950,1950
3747,Alex Caruso,5,2018,2022
3748,Ron Cavenall,2,1985,1989
3749,John Celestand,1,2000,2000
3750,Bill Closs,3,1950,1952
3751,Joe Cooper,3,1982,1985
3752,Jarrett Culver,3,2020,2022
3753,Cade Cunningham,1,2022,2022
3754,Dwight Davis,5,1973,1977
3755,Walt Davis,5,1954,1958
3756,Willie Davis,1,1971,1971
3757,Eric Dawson,1,2012,2012
3758,Michael Doleac,10,1999,2008
3759,Damyean Dotson,5,2018,2022
3760,Mike Dunleavy,15,2003,2017
3761,Pat Durham,2,1993,1995
3762,Carsen Edwards,3,2020,2022
3763,Lonnie Eggleston,1,1949,1949
3764,Craig Ehlo,14,1984,1997
3765,Andre Emmett,2,2005,2012
3766,Earl Evans,1,1980,1980
3767,Alton Ford,3,2002,2004
3768,T.J. Ford,8,2004,2012
3769,Courtney Fortson,1,2012,2012
3770,Jeff Foster,13,2000,2012
3771,Tim Frazier,8,2015,2022
3772,Marcus Garrett,1,2022,2022
3773,Frank Gates,1,1950,1950
3774,Daniel Gibson,7,2007,2013
3775,Trey Gilder,1,2010,2010
3776,Ricky Grace,1,1994,1994
3777,Gerald Green,12,2006,2019
3778,Quentin Grimes,1,2022,2022
3779,Jim Hadnot,1,1968,1968
3780,Chick Halbert,5,1947,1951
3781,R.J. Hampton,2,2021,2022
3782,John Hargis,2,1950,1951
3783,Jalen Harris,1,2021,2021
3784,Mike Harris,4,2008,2014
3785,Terrel Harris,2,2012,2013
3786,Aaron Harrison,3,2016,2018
3787,Andrew Harrison,3,2017,2019
3788,Bill Henry,2,1949,1950
3789,Skeeter Henry,1,1994,1994
3790,Kevin Hervey,1,2020,2020
3791,Grant Hill,18,1995,2013
3792,Carroll Hooser,1,1968,1968
3793,Danuel House Jr.,6,2017,2022
3794,Stephen Howard,4,1993,1998
3795,Josh Huestis,3,2016,2018
3796,Feron Hunt,1,2022,2022
3797,Cedric Hunter,1,1992,1992
3798,Wes Iwundu,5,2018,2022
3799,Justin Jackson,5,2018,2022
3800,Luke Jackson,8,1965,1972
3801,Stephen Jackson,14,2001,2014
3802,Charles Johnson,7,1973,1979
3803,George Johnson,4,1971,1974
3804,Ivan Johnson,2,2012,2013
3805,Larry Johnson,10,1992,2001
3806,Steffond Johnson,1,1987,1987
3807,Wesley Johnson,9,2011,2019
3808,Damon Jones,11,1999,2009
3809,Dwight Jones,10,1974,1983
3810,Jalen Jones,2,2018,2019
3811,K.C. Jones,9,1959,1967
3812,Mason Jones,2,2021,2022
3813,DeAndre Jordan,14,2009,2022
3814,Greg Kite,12,1984,1995
3815,Luke Kornet,5,2018,2022
3816,Keith Langford,1,2008,2008
3817,Dave Lattin,5,1968,1973
3818,Acie Law,4,2008,2011
3819,Grady Lewis,3,1947,1949
3820,Alton Lister,16,1982,1998
3821,Sheldon Mac,1,2017,2017
3822,Jack Maddox,1,1949,1949
3823,Guy Manning,2,1968,1969
3824,Cartier Martin,7,2009,2015
3825,Slater Martin,11,1950,1960
3826,Desmond Mason,10,2001,2010
3827,Wesley Matthews,13,2010,2022
3828,Tyrese Maxey,2,2021,2022
3829,Michael McDonald,1,1998,1998
3830,Ivan McFarlin,1,2007,2007
3831,Mike McGee,9,1982,1990
3832,Bill McGill,5,1963,1970
3833,Cameron McGriff,1,2022,2022
3834,Elton McGriff,2,1968,1969
3835,McCoy McLemore,8,1965,1972
3836,George McLeod,1,1953,1953
3837,Larry Micheaux,2,1984,1985
3838,Jordan Mickey,3,2016,2018
3839,C.J. Miles,16,2006,2022
3840,Oliver Miller,9,1993,2004
3841,Murray Mitchell,1,1950,1950
3842,Eric Moreland,4,2015,2019
3843,Elmore Morgenthaler,2,1947,1949
3844,Randolph Morris,4,2007,2010
3845,Johnathan Motley,3,2018,2020
3846,Toure' Murry,2,2014,2015
3847,Willie Naulls,10,1957,1966
3848,RJ Nembhard Jr.,1,2022,2022
3849,Paul Nolen,1,1954,1954
3850,Royce O'Neale,5,2018,2022
3851,Emeka Okafor,10,2005,2018
3852,Kevin Ollie,13,1998,2010
3853,Greg Ostertag,11,1996,2006
3854,Bo Outlaw,15,1994,2008
3855,Red Owens,2,1950,1952
3856,Easy Parham,3,1949,1951
3857,Kendrick Perkins,14,2004,2018
3858,Gene Phillips,2,1972,1973
3859,Ricky Pierce,16,1983,1998
3860,Dexter Pittman,4,2011,2014
3861,Phil Pressey,3,2014,2016
3862,Ronnie Price,12,2006,2017
3863,Taurean Prince,6,2017,2022
3864,Roy Pugh,1,1949,1949
3865,Jahmi'us Ramsey,2,2021,2022
3866,Julius Randle,8,2015,2022
3867,Cameron Reynolds,2,2019,2021
3868,Micheal Ray Richardson,8,1979,1986
3869,Lee Robbins,2,1948,1949
3870,Lawrence Roberts,2,2006,2007
3871,Willie Rogers,1,1969,1969
3872,Quinton Ross,7,2005,2011
3873,Rubin Russell,1,1968,1968
3874,Daniel Santiago,4,2001,2005
3875,Jason Sasser,2,1997,1999
3876,Jeryl Sasser,2,2002,2003
3877,DeWayne Scales,3,1981,1984
3878,Bill Sharman,11,1951,1961
3879,Donald Sidle,4,1969,1972
3880,Xavier Silas,2,2012,2018
3881,Jonathon Simmons,4,2016,2019
3882,Brian Skinner,14,1999,2012
3883,Reggie Slater,8,1995,2003
3884,Marcus Smart,8,2015,2022
3885,Charles Smith,5,1998,2006
3886,LaBradford Smith,3,1992,1994
3887,Stevin Smith,1,1997,1997
3888,Zhaire Smith,2,2019,2020
3889,Ken Spain,1,1971,1971
3890,Jim Spruill,1,1949,1949
3891,Dave Stallworth,8,1966,1975
3892,D.J. Stephens,2,2014,2019
3893,Fred Taylor,2,1971,1972
3894,Terry Teagle,11,1983,1993
3895,Ira Terrell,2,1977,1979
3896,Kurt Thomas,18,1996,2013
3897,Brooks Thompson,4,1995,1998
3898,Darren Tillis,2,1983,1984
3899,Myles Turner,7,2016,2022
3900,B.J. Tyler,1,1995,1995
3901,Ben Uzoh,2,2011,2012
3902,Jarred Vanderbilt,4,2019,2022
3903,Willie Warren,1,2011,2011
3904,Julian Washburn,1,2019,2019
3905,Spud Webb,12,1986,1998
3906,David Wesley,14,1994,2007
3907,Art Williams,8,1968,1975
3908,Grant Williams,3,2020,2022
3909,Kenrich Williams,4,2019,2022
3910,Micheal Williams,10,1989,1999
3911,Rob Williams,2,1983,1984
3912,Sean Williams,4,2008,2012
3913,Justise Winslow,7,2016,2022
3914,Rickie Winslow,1,1988,1988
3915,Bracey Wright,2,2006,2007
3916,Joe Young,3,2016,2018
3917,Michael Young,3,1985,1990
3918,Trae Young,4,2019,2022
3919,Lance Allred,1,2008,2008
3920,Devin Brown,8,2003,2010
3921,Tom Chambers,16,1982,1998
3922,John Collins,5,2018,2022
3923,Kyle Collinsworth,1,2018,2018
3924,Bert Cook,1,1955,1955
3925,Devin Durrant,2,1985,1986
3926,Arnie Ferrin,3,1949,1951
3927,Josh Grant,1,1994,1994
3928,Travis Hansen,1,2004,2004
3929,Britton Johnsen,2,2004,2005
3930,Jeff Judkins,5,1979,1983
3931,Travis Knight,7,1997,2003
3932,Steven Kramer,3,1968,1970
3933,Pace Mannion,6,1984,1989
3934,Ariel Maughan,5,1947,1951
3935,Sam Merrill,2,2021,2022
3936,Eric Mika,1,2020,2020
3937,Wat Misaka,1,1948,1948
3938,Scot Pollard,11,1998,2008
3939,Fred Roberts,13,1984,1997
3940,Byron Scott,14,1984,1997
3941,Fred Sheffield,1,1947,1947
3942,Danny Vranes,7,1982,1988
3943,Brady Walker,4,1949,1952
3944,C.J. Wilcox,3,2015,2017
3945,Cory Alexander,7,1996,2005
3946,Justin Anderson,6,2016,2022
3947,Cat Barber,1,2022,2022
3948,Jerrelle Benimon,1,2015,2015
3949,Keith Bogans,11,2004,2014
3950,Cal Bowdler,3,2000,2002
3951,Dennis Boyd,1,1979,1979
3952,Allan Bristow,10,1974,1983
3953,Bimbo Coles,14,1991,2004
3954,Dell Curry,16,1987,2002
3955,Bob Dandridge,13,1970,1982
3956,Troy Daniels,7,2014,2020
3957,Jesse Dark,1,1975,1975
3958,Mark Davis,1,1989,1989
3959,Terry Davis,10,1990,2001
3960,Andre Dawkins,1,2015,2015
3961,Javin DeLaurier,1,2022,2022
3962,Roy Ebron,1,1974,1974
3963,Ray Epps,1,1979,1979
3964,Dorian Finney-Smith,6,2017,2022
3965,William Franklin,3,1973,1976
3966,Javonte Green,3,2020,2022
3967,Devon Hall,1,2020,2020
3968,Justin Harper,3,2012,2017
3969,Bernie Harris,1,1975,1975
3970,Gerald Henderson,13,1980,1992
3971,Andre Ingram,2,2018,2019
3972,Allen Iverson,14,1997,2010
3973,Michael Jackson,3,1988,1990
3974,Keith Jennings,3,1993,1995
3975,Keldon Johnson,3,2020,2022
3976,Jerome Kersey,17,1985,2001
3977,John Kuester,3,1978,1980
3978,Jeremy Lamb,10,2013,2022
3979,Earl Lloyd,9,1951,1960
3980,George Lynch,12,1994,2005
3981,Vernon Macklin,1,2012,2012
3982,Moses Malone,21,1975,1995
3983,Kendall Marshall,4,2013,2016
3984,Frank Mason III,4,2018,2021
3985,Tony Massenburg,13,1991,2005
3986,James Michael McAdoo,4,2015,2018
3987,Mac McClung,1,2022,2022
3988,Guy Morgan,1,1983,1983
3989,Isaiah Morris,1,1993,1993
3990,Alonzo Mourning,15,1993,2008
3991,Johnny Newman,16,1987,2002
3992,Jim O'Brien,2,1974,1975
3993,Jim Palmer,3,1959,1961
3994,Ron Perry,3,1968,1970
3995,David Pope,2,1985,1986
3996,Paul Pressey,11,1983,1993
3997,Josh Reaves,1,2020,2020
3998,J.R. Reid,11,1990,2001
3999,Devin Robinson,2,2018,2019
4000,Justin Robinson,3,2020,2022
4001,Ralph Sampson,9,1984,1992
4002,Mike Scott,9,2013,2021
4003,Ed Sherod,1,1983,1983
4004,Jalen Smith,2,2021,2022
4005,Joe Smith,16,1996,2011
4006,Rory Sparrow,12,1981,1992
4007,Bruce Spraggins,1,1968,1968
4008,Bryant Stith,10,1993,2002
4009,Sam Stith,1,1962,1962
4010,Tom Stith,1,1963,1963
4011,Julyan Stone,4,2012,2018
4012,Lamont Strothers,2,1992,1993
4013,Skeeter Swift,5,1970,1974
4014,Linton Townes,3,1983,1985
4015,Ronnie Valentine,1,1981,1981
4016,Jarvis Varnado,2,2013,2014
4017,Jimmy Walker,9,1968,1976
4018,Jamie Waller,1,1988,1988
4019,Wilson Washington,2,1978,1979
4020,Briante Weber,3,2016,2018
4021,Mark West,17,1984,2000
4022,John Wetzel,7,1968,1976
4023,Skippy Whitaker,1,1955,1955
4024,Andrew White,1,2018,2018
4025,Monty Williams,9,1995,2003
4026,Reggie Williams,7,2010,2017
4027,Troy Williams,3,2017,2019
4028,Othell Wilson,2,1985,1987
4029,Ricky Wilson,1,1988,1988
4030,Byron Beck,10,1968,1977
4031,Gale Bishop,1,1949,1949
4032,Avery Bradley,12,2011,2022
4033,Jon Brockman,3,2010,2012
4034,Aaron Brooks,10,2008,2018
4035,Larry Bunce,2,1968,1969
4036,Kevin Burleson,1,2006,2006
4037,Mike Champion,1,1989,1989
4038,Doug Christie,15,1993,2007
4039,John Coker,3,1996,2001
4040,Jamal Crawford,20,2001,2020
4041,Rod Derline,2,1975,1976
4042,James Edwards,19,1978,1996
4043,CJ Elleby,2,2021,2022
4044,Malachi Flynn,2,2021,2022
4045,Richie Frahm,4,2004,2008
4046,Robert Franks,1,2021,2021
4047,Bernie Fryer,2,1974,1975
4048,Chuck Gilmur,5,1947,1951
4049,Joe Harris,8,2015,2022
4050,Spencer Hawes,10,2008,2017
4051,Steve Hawes,10,1975,1984
4052,Mark Hendrickson,4,1997,2000
4053,Michael Holton,6,1985,1990
4054,George Irvine,6,1971,1976
4055,Cory Jefferson,2,2015,2016
4056,Corey Kispert,1,2022,2022
4057,Zach LaVine,8,2015,2022
4058,Rich Manning,2,1996,1997
4059,Jaden McDaniels,2,2021,2022
4060,Jalen McDaniels,3,2020,2022
4061,JaQuori McLaughlin,1,2022,2022
4062,Paul Mokeski,12,1980,1991
4063,Darren Morningstar,1,1994,1994
4064,Dejounte Murray,5,2017,2022
4065,Jaylen Nowell,3,2020,2022
4066,Marty Passaglia,2,1947,1949
4067,Gary Payton II,6,2017,2022
4068,Kevin Porter Jr.,3,2020,2022
4069,Brian Quinnett,3,1990,1992
4070,Mark Radford,2,1982,1983
4071,Blair Rasmussen,8,1986,1993
4072,Craig Raymond,5,1969,1973
4073,Clint Richardson,8,1980,1987
4074,Nate Robinson,11,2006,2016
4075,Brandon Roy,6,2007,2013
4076,Dale Schlueter,10,1969,1978
4077,Peyton Siva,1,2014,2014
4078,David Stockton,2,2015,2018
4079,John Stockton,19,1985,2003
4080,Randy Stoll,1,1968,1968
4081,John Stroeder,2,1988,1989
4082,Rodney Stuckey,10,2008,2017
4083,Jason Terry,19,2000,2018
4084,Isaiah Thomas,11,2012,2022
4085,Allonzo Trier,2,2019,2020
4086,Bryan Warrick,4,1983,1986
4087,Martell Webster,10,2006,2015
4088,Jacob Wiley,1,2018,2018
4089,Marcus Williams,2,2008,2009
4090,Marvin Williams,15,2006,2020
4091,Milt Williams,4,1971,1975
4092,Terrence Williams,4,2010,2013
4093,David Wood,7,1989,1997
4094,Tom Workman,4,1968,1971
4095,Tony Wroten,4,2013,2016
4096,Phil Zevenbergen,1,1988,1988
4097,Bob Anderegg,1,1960,1960
4098,Tony Bennett,3,1993,1995
4099,Gene Berce,1,1950,1950
4100,Vander Blue,3,2014,2018
4101,Fred Brown,13,1972,1984
4102,Brian Brunkhorst,1,1969,1969
4103,Rodney Buford,5,2000,2005
4104,Deonte Burton,2,2019,2020
4105,Caron Butler,14,2003,2016
4106,Dwight Buycks,3,2014,2018
4107,Anthony Carter,13,2000,2012
4108,Jim Chones,10,1973,1982
4109,Paul Cloyd,1,1950,1950
4110,Jeffrey Congdon,5,1968,1972
4111,Bill Davis,1,1947,1947
4112,Sam Dekker,5,2016,2022
4113,Nate DeLong,1,1952,1952
4114,Travis Diener,5,2006,2010
4115,Patrick Eddie,1,1992,1992
4116,Henry Ellenson,5,2017,2021
4117,Gene Englund,1,1950,1950
4118,Reece Gaines,3,2004,2006
4119,Diante Garrett,2,2013,2014
4120,Bud Grant,2,1950,1951
4121,Steve Green,4,1976,1979
4122,Jay Guidinger,2,1993,1994
4123,Tyrese Haliburton,2,2021,2022
4124,Devin Harris,15,2005,2019
4125,Sam Hauser,1,2022,2022
4126,Tyler Herro,3,2020,2022
4127,Dick Holub,1,1948,1948
4128,Jalen Johnson,1,2022,2022
4129,Mark Jones,1,2005,2005
4130,Don Kojis,12,1964,1975
4131,Wayne Kreklow,1,1981,1981
4132,Carl Landry,9,2008,2016
4133,Marcus Landry,1,2010,2010
4134,Walt Lautenbach,1,1950,1950
4135,Steve Lingenfelter,2,1983,1984
4136,Kevon Looney,7,2016,2022
4137,Ray McCallum,3,2014,2016
4138,Jim McIlvaine,7,1995,2001
4139,Trey McKinney-Jones,1,2018,2018
4140,Chuck Mencel,2,1956,1957
4141,John Mengelt,10,1972,1981
4142,Chris Mihm,8,2001,2009
4143,Dick Miller,1,1981,1981
4144,Tony Mitchell,1,2014,2014
4145,Kurt Nimphius,8,1982,1990
4146,Trayvon Palmer,1,2022,2022
4147,Jordan Poole,3,2020,2022
4148,Terry Porter,17,1986,2002
4149,Alex Scales,1,2006,2006
4150,Frank Schade,1,1973,1973
4151,Dick Schulz,4,1947,1950
4152,Glen Selbo,1,1950,1950
4153,Jerry Smith,1,2012,2012
4154,Tony Smith,9,1991,2001
4155,Latrell Sprewell,13,1993,2005
4156,Greg Stiemsma,4,2012,2015
4157,Diamond Stone,1,2017,2017
4158,Nick Van Exel,13,1994,2006
4159,Logan Vander Velden,1,1996,1996
4160,Kyle Weaver,3,2009,2011
4161,Mike Wilks,7,2003,2010
4162,Jamil Wilson,1,2018,2018
4163,Joe Wolf,11,1988,1999
4164,Bob Wood,1,1950,1950
4165,Mike Dabich,1,1968,1968
4166,Jimmy Darden,1,1950,1950
4167,Vern Gardner,3,1950,1952
4168,James Johnson,13,2010,2022
4169,John Pilch,1,1952,1952
4170,Moe Radovich,1,1953,1953
4171,Floyd Volker,1,1950,1950
4172,Bruno Fernando,3,2020,2022
4173,Norvel Pelle,3,2020,2022
4174,Leandro Bolmaro,1,2022,2022
4175,Nicolás Brussino,2,2017,2018
4176,Facundo Campazzo,2,2021,2022
4177,Gabriel Deck,2,2021,2022
4178,Carlos Delfino,8,2005,2013
4179,Patricio Garino,1,2017,2017
4180,Manu Ginóbili,16,2003,2018
4181,Walter Herrmann,3,2007,2009
4182,Nicolás Laprovíttola,1,2017,2017
4183,Andrés Nocioni,8,2005,2012
4184,Fabricio Oberto,6,2006,2011
4185,Pablo Prigioni,4,2013,2016
4186,Pepe Sánchez,2,2001,2003
4187,Luis Scola,10,2008,2017
4188,Rubén Wolkowyski,2,2001,2003
4189,David Andersen,2,2010,2011
4190,Chris Anstey,3,1998,2000
4191,Cameron Bairstow,2,2015,2016
4192,Andrew Bogut,14,2006,2019
4193,Jonah Bolden,2,2019,2020
4194,Mark Bradtke,1,1997,1997
4195,Ryan Broekhoff,2,2019,2020
4196,Mitch Creek,1,2019,2019
4197,Matthew Dellavedova,8,2014,2021
4198,Dante Exum,6,2015,2021
4199,Andrew Gaze,2,1994,1999
4200,Josh Giddey,1,2022,2022
4201,Josh Green,2,2021,2022
4202,Shane Heal,2,1997,2004
4203,Isaac Humphries,1,2019,2019
4204,Joe Ingles,8,2015,2022
4205,Kyrie Irving,11,2012,2022
4206,Nathan Jawai,2,2009,2010
4207,Jock Landale,1,2022,2022
4208,Luc Longley,10,1992,2001
4209,Will Magnay,1,2021,2021
4210,Mangok Mathiang,1,2018,2018
4211,Patty Mills,13,2010,2022
4212,Luke Schenscher,2,2006,2007
4213,Ben Simmons,4,2018,2021
4214,Jakob Poeltl,6,2017,2022
4215,Deandre Ayton,4,2019,2022
4216,Dexter Cambridge,1,1993,1993
4217,Buddy Hield,6,2017,2022
4218,Kai Jones,1,2022,2022
4219,Ian Lockhart,1,1991,1991
4220,Mychal Thompson,12,1979,1991
4221,Xavier Henry,5,2011,2015
4222,Frank Ntilikina,5,2018,2022
4223,Tony Parker,18,2002,2019
4224,Dragan Bender,4,2017,2020
4225,Bojan Bogdanović,8,2015,2022
4226,Sasha Danilović,2,1996,1997
