,Player Name,Birth Year,Age,Seasons in NBA,Team (3 Letter)
14793,Michael Olowokandi,,24.0,2,LAC
14794,Michael Ruffin,,23.0,1,CHI
14795,Michael Smith,1972.0,27.0,6,WAS
14796,Michael Stewart,,24.0,3,TOR
14797,Mike Bibby,,21.0,2,VAN
14798,Mikki Moore,,24.0,2,DET
14799,Milt Palacio,,21.0,1,VAN
14800,Mirsad Türkcan,,23.0,1,TOT
14801,Mirsad Türkcan,,23.0,1,NYK
14802,Mirsad Türkcan,,23.0,1,MIL
14803,Mitch Richmond,,34.0,12,WAS
14804,Monty Williams,,28.0,6,ORL
14805,Moochie Norris,,26.0,3,HOU
14806,Mookie Blaylock,,32.0,11,GSW
14807,Muggsy Bogues,,35.0,13,TOR
14808,Nazr Mohammed,,22.0,2,PHI
14809,Nick Anderson,,32.0,11,SAC
14810,Nick Van Exel,,28.0,7,DEN
14811,Obinna Ekezie,,24.0,1,VAN
14812,Olden Polynice,,35.0,13,UTA
14813,Oliver Miller,,29.0,8,PHO
14814,Othella Harrington,,26.0,4,VAN
14815,Otis Thorpe,,37.0,16,MIA
14816,P.J. Brown,,30.0,7,MIA
14817,Pat Garrity,,23.0,2,ORL
14818,Patrick Ewing,1962.0,37.0,15,NYK
14819,Paul Pierce,,22.0,2,BOS
14820,Peja Stojaković,,22.0,2,SAC
14821,Pervis Ellison,,32.0,10,BOS
14822,Pete Chilcutt,,31.0,9,TOT
14823,Pete Chilcutt,,31.0,9,UTA
14824,Pete Chilcutt,,31.0,9,CLE
14825,Pete Chilcutt,,31.0,9,LAC
14826,Popeye Jones,,29.0,7,DEN
14827,Quincy Lewis,,22.0,1,UTA
14828,Raef LaFrentz,,23.0,2,DEN
14829,Rafer Alston,,23.0,1,MIL
14830,Randell Jackson,,24.0,2,DAL
14831,Randy Brown,,31.0,9,CHI
14832,Randy Livingston,,24.0,4,PHO
14833,Rashard Lewis,,20.0,2,SEA
14834,Rasheed Wallace,,25.0,5,POR
14835,Rasho Nesterović,,23.0,2,MIN
14836,Ray Allen,,24.0,4,MIL
14837,Reggie Jordan,,32.0,6,WAS
14838,Reggie Miller,,34.0,13,IND
14839,Rex Chapman,,32.0,12,PHO
14840,Rex Walters,,29.0,7,MIA
14841,Richard Hamilton,,21.0,1,WAS
14842,Rick Brunson,,27.0,3,NYK
14843,Rick Fox,,30.0,9,LAL
14844,Rick Hughes,,26.0,1,DAL
14845,Ricky Davis,,20.0,2,CHH
14846,Rik Smits,,33.0,12,IND
14847,Robert Horry,,29.0,8,LAL
14848,Robert Pack,,30.0,9,DAL
14849,Robert Traylor,,22.0,2,MIL
14850,Rod Strickland,,33.0,12,WAS
14851,Rodney Buford,,22.0,1,MIA
14852,Rodney Rogers,,28.0,7,PHO
14853,Rodrick Rhodes,,26.0,3,DAL
14854,Ron Harper,,36.0,14,LAL
14855,Ron Mercer,,23.0,3,TOT
14856,Ron Mercer,,23.0,3,DEN
14857,Ron Mercer,,23.0,3,ORL
14858,Roshown McLeod,,24.0,2,ATL
14859,Roy Rogers,,26.0,3,DEN
14860,Ruben Patterson,,24.0,2,SEA
14861,Rusty LaRue,,26.0,3,CHI
14862,Ryan Bowen,,24.0,1,DEN
14863,Ryan Robertson,,23.0,1,SAC
14864,Ryan Stack,,24.0,2,CLE
14865,Sam Cassell,,30.0,7,MIL
14866,Sam Jacobson,,24.0,2,TOT
14867,Sam Jacobson,,24.0,2,LAL
14868,Sam Jacobson,,24.0,2,GSW
14869,Sam Mack,,29.0,6,GSW
14870,Sam Mitchell,,36.0,11,MIN
14871,Sam Perkins,,38.0,16,IND
14872,Samaki Walker,,23.0,4,SAS
14873,Scot Pollard,,24.0,3,SAC
14874,Scott Burrell,,29.0,7,NJN
14875,Scott Padgett,,23.0,1,UTA
14876,Scott Williams,,31.0,10,MIL
14877,Scottie Pippen,,34.0,13,POR
14878,Sean Elliott,,31.0,11,SAS
14879,Sean Marks,,24.0,2,TOR
14880,Sean Rooks,,30.0,8,DAL
14881,Shammond Williams,,24.0,2,SEA
14882,Shandon Anderson,,26.0,4,HOU
14883,Shaquille O'Neal,,27.0,8,LAL
14884,Shareef Abdur-Rahim,,23.0,4,VAN
14885,Shawn Bradley,,27.0,7,DAL
14886,Shawn Kemp,,30.0,11,CLE
14887,Shawn Marion,,21.0,1,PHO
14888,Sherman Douglas,,33.0,11,NJN
14889,Stacey Augmon,,31.0,9,POR
14890,Stanley Roberts,,29.0,8,PHI
14891,Stephon Marbury,,22.0,4,NJN
14892,Steve Francis,,22.0,1,HOU
14893,Steve Kerr,,34.0,12,SAS
14894,Steve Nash,,25.0,4,DAL
14895,Steve Smith,,30.0,9,POR
14896,Tariq Abdul-Wahad,,25.0,3,TOT
14897,Tariq Abdul-Wahad,,25.0,3,ORL
14898,Tariq Abdul-Wahad,,25.0,3,DEN
14899,Terrell Brandon,,29.0,9,MIN
14900,Terry Cummings,,38.0,18,GSW
14901,Terry Mills,,32.0,10,DET
14902,Terry Porter,,36.0,15,SAS
14903,Theo Ratliff,,26.0,5,PHI
14904,Thomas Hamilton,,24.0,2,HOU
14905,Tim Duncan,,23.0,3,SAS
14906,Tim Hardaway,,33.0,10,MIA
14907,Tim James,,23.0,1,MIA
14908,Tim Legler,,33.0,10,GSW
14909,Tim Thomas,,22.0,3,MIL
14910,Tim Young,,23.0,1,GSW
14911,Toby Bailey,,24.0,2,PHO
14912,Todd Day,,30.0,7,PHO
14913,Todd Fuller,,25.0,4,CHH
14914,Todd MacCulloch,,24.0,1,PHI
14915,Tom Gugliotta,,30.0,8,PHO
14916,Tom Hammonds,,32.0,11,MIN
14917,Toni Kukoč,,31.0,7,TOT
14918,Toni Kukoč,,31.0,7,CHI
14919,Toni Kukoč,,31.0,7,PHI
14920,Tony Battie,,23.0,3,BOS
14921,Tony Delk,,26.0,4,SAC
14922,Tony Farmer,,30.0,2,GSW
14923,Tony Massenburg,,32.0,8,HOU
14924,Tracy McGrady,,20.0,3,TOR
14925,Tracy Murray,,28.0,8,WAS
14926,Trajan Langdon,,23.0,1,CLE
14927,Travis Best,,27.0,5,IND
14928,Travis Knight,,25.0,4,LAL
14929,Troy Hudson,,23.0,3,LAC
14930,Tyrone Corbin,,37.0,15,SAC
14931,Tyrone Hill,,31.0,10,PHI
14932,Tyrone Nesby,,24.0,2,LAC
14933,Tyronn Lue,,22.0,2,LAL
14934,Vernon Maxwell,,34.0,12,SEA
14935,Vin Baker,,28.0,7,SEA
14936,Vince Carter,,23.0,2,TOR
14937,Vinny Del Negro,,33.0,10,MIL
14938,Vitaly Potapenko,,24.0,4,BOS
14939,Vlade Divac,,31.0,11,SAC
14940,Vladimir Stepania,,23.0,2,SEA
14941,Vonteego Cummings,,23.0,1,GSW
14942,Voshon Lenard,,26.0,5,MIA
14943,Wally Szczerbiak,,22.0,1,MIN
14944,Walt Williams,,29.0,8,HOU
14945,Walter McCarty,,25.0,4,BOS
14946,Wayne Turner,,23.0,1,BOS
14947,Wesley Person,,28.0,6,CLE
14948,Will Perdue,,34.0,12,CHI
14949,William Avery,,20.0,1,MIN
14950,Žan Tabak,,29.0,5,IND
14951,A.C. Green,,35.0,14,DAL
14952,Aaron McKie,,26.0,5,PHI
14953,Aaron Williams,,27.0,5,SEA
14954,Adam Keefe,,28.0,7,UTA
14955,Adonal Foyle,,23.0,2,GSW
14956,Adonis Jordan,,28.0,2,MIL
14957,Al Harrington,,18.0,1,IND
14958,Alan Henderson,,26.0,4,ATL
14959,Allan Houston,,27.0,6,NYK
14960,Allen Iverson,,23.0,3,PHI
14961,Alonzo Mourning,,28.0,7,MIA
14962,Alvin Sims,,24.0,1,PHO
14963,Alvin Williams,,24.0,2,TOR
14964,Andrae Patterson,,23.0,1,MIN
14965,Andrew DeClercq,,25.0,4,TOT
14966,Andrew DeClercq,,25.0,4,BOS
14967,Andrew DeClercq,,25.0,4,CLE
14968,Andrew Gaze,,33.0,2,SAS
14969,Andrew Lang,,32.0,11,CHI
14970,Anfernee Hardaway,,27.0,6,ORL
14971,Antawn Jamison,,22.0,1,GSW
14972,Anthony Avent,,29.0,5,UTA
14973,Anthony Johnson,,24.0,2,ATL
14974,Anthony Miller,,27.0,5,HOU
14975,Anthony Parker,,23.0,2,PHI
14976,Anthony Peeler,,29.0,7,MIN
14977,Antoine Carr,,37.0,15,HOU
14978,Antoine Walker,,22.0,3,BOS
14979,Antonio Daniels,,23.0,2,SAS
14980,Antonio Davis,,30.0,6,IND
14981,Antonio Lang,,26.0,5,CLE
14982,Antonio McDyess,,24.0,4,DEN
14983,Armen Gilliam,,34.0,12,MIL
14984,Arvydas Sabonis,,34.0,4,POR
14985,Austin Croshere,,23.0,2,IND
14986,Avery Johnson,,33.0,11,SAS
14987,B.J. Armstrong,,31.0,10,TOT
14988,B.J. Armstrong,,31.0,10,CHH
14989,B.J. Armstrong,,31.0,10,ORL
14990,Ben Davis,,26.0,3,NYK
14991,Ben Wallace,,24.0,3,WAS
14992,Benoit Benjamin,,34.0,14,PHI
14993,Bill Curley,,26.0,3,MIN
14994,Bill Wennington,,35.0,12,CHI
14995,Billy Owens,,29.0,8,SEA
14996,Bimbo Coles,,30.0,9,GSW
14997,Bison Dele,,29.0,8,DET
14998,Blue Edwards,,33.0,10,MIA
14999,Bo Outlaw,,27.0,6,ORL
15000,Bob Sura,,25.0,4,CLE
15001,Bobby Jackson,,25.0,2,MIN
15002,Bobby Phills,,29.0,8,CHH
15003,Bonzi Wells,,22.0,1,POR
15004,Brad Miller,,22.0,1,CHH
15005,Brandon Williams,,23.0,2,SAS
15006,Brent Barry,,27.0,4,CHI
15007,Brent Price,,30.0,6,HOU
15008,Brevin Knight,,23.0,2,CLE
15009,Brian Evans,,25.0,3,TOT
15010,Brian Evans,,25.0,3,NJN
15011,Brian Evans,,25.0,3,MIN
15012,Brian Grant,,26.0,5,POR
15013,Brian Shaw,,32.0,10,POR
15014,Brian Skinner,,22.0,1,LAC
15015,Bruce Bowen,,27.0,3,BOS
15016,Bruno Šundov,,18.0,1,DAL
15017,Bryant Reeves,,25.0,4,VAN
15018,Bryant Stith,,28.0,7,DEN
15019,Bryce Drew,,24.0,1,HOU
15020,Bryon Russell,,28.0,6,UTA
15021,Calbert Cheaney,,27.0,6,WAS
15022,Carl Herrera,,32.0,8,TOT
15023,Carl Herrera,,32.0,8,VAN
15024,Carl Herrera,,32.0,8,DEN
15025,Carlos Rogers,,27.0,5,POR
15026,Casey Shaw,,23.0,1,PHI
15027,Cedric Ceballos,,29.0,9,DAL
15028,Cedric Henderson,1975.0,23.0,2,CLE
15029,Charles Barkley,,35.0,15,HOU
15030,Charles Jones,1975.0,23.0,1,CHI
15031,Charles O'Bannon,,23.0,2,DET
15032,Charles Oakley,,35.0,14,TOR
15033,Charles Shackleford,,32.0,6,CHH
15034,Charles Smith,1975.0,23.0,2,LAC
15035,Charlie Ward,,28.0,5,NYK
15036,Chauncey Billups,,22.0,2,DEN
15037,Cherokee Parks,,26.0,4,VAN
15038,Chris Anstey,,24.0,2,DAL
15039,Chris Carr,,24.0,4,TOT
15040,Chris Carr,,24.0,4,MIN
15041,Chris Carr,,24.0,4,NJN
15042,Chris Childs,,31.0,5,NYK
15043,Chris Crawford,,23.0,2,ATL
15044,Chris Dudley,,33.0,12,NYK
15045,Chris Gatling,,31.0,8,TOT
15046,Chris Gatling,,31.0,8,NJN
15047,Chris Gatling,,31.0,8,MIL
15048,Chris King,,29.0,3,UTA
15049,Chris Mills,,29.0,6,GSW
15050,Chris Morris,,33.0,11,PHO
15051,Chris Mullin,,35.0,14,IND
15052,Chris Webber,,25.0,6,SAC
15053,Chris Whitney,,27.0,6,WAS
15054,Christian Laettner,,29.0,7,DET
15055,Chuck Person,,34.0,12,CHH
15056,Chucky Brown,,30.0,10,CHH
15057,Clarence Weatherspoon,,28.0,7,MIA
15058,Clifford Robinson,,32.0,10,PHO
15059,Corey Beck,,27.0,3,TOT
15060,Corey Beck,,27.0,3,DET
15061,Corey Beck,,27.0,3,CHH
15062,Corey Benjamin,,20.0,1,CHI
15063,Corie Blount,,30.0,6,TOT
15064,Corie Blount,,30.0,6,LAL
15065,Corie Blount,,30.0,6,CLE
15066,Corliss Williamson,,25.0,4,SAC
15067,Cory Alexander,,25.0,4,DEN
15068,Cory Carr,,23.0,1,CHI
15069,Cuttino Mobley,,23.0,1,HOU
15070,Dale Davis,,29.0,8,IND
15071,Dale Ellis,,38.0,16,SEA
15072,Damon Jones,,22.0,1,TOT
15073,Damon Jones,,22.0,1,NJN
15074,Damon Jones,,22.0,1,BOS
15075,Damon Stoudamire,,25.0,4,POR
15076,Dan Majerle,,33.0,11,MIA
15077,Dana Barros,,31.0,10,BOS
15078,Danny Ferry,,32.0,9,CLE
15079,Danny Fortson,,22.0,2,DEN
15080,Danny Manning,,32.0,11,PHO
15081,Danny Schayes,,39.0,18,ORL
15082,Darrell Armstrong,,30.0,5,ORL
15083,Darrick Martin,,27.0,5,LAC
15084,David Robinson,,33.0,10,SAS
15085,David Vaughn,1973.0,25.0,4,NJN
15086,David Wesley,,28.0,6,CHH
15087,David Wingate,,35.0,13,NYK
15088,DeJuan Wheat,,25.0,2,VAN
15089,Dean Garrett,,32.0,3,MIN
15090,Dee Brown,1968.0,30.0,9,TOR
15091,Dell Curry,,34.0,13,MIL
15092,Dennis Rodman,,37.0,13,LAL
15093,Dennis Scott,,30.0,9,TOT
15094,Dennis Scott,,30.0,9,NYK
15095,Dennis Scott,,30.0,9,MIN
15096,Derek Anderson,,24.0,2,CLE
15097,Derek Fisher,,24.0,3,LAL
15098,Derek Harper,,37.0,16,LAL
15099,Derek Strong,,30.0,8,ORL
15100,Derrick Coleman,,31.0,9,CHH
15101,Derrick McKey,,32.0,12,IND
15102,Detlef Schrempf,,36.0,14,SEA
15103,Dickey Simpkins,,26.0,5,CHI
15104,Dikembe Mutombo,,32.0,8,ATL
15105,Dirk Nowitzki,,20.0,1,DAL
15106,Dominique Wilkins,,39.0,15,ORL
15107,Don MacLean,,29.0,7,SEA
15108,Don Reid,,25.0,4,DET
15109,Donyell Marshall,,25.0,5,GSW
15110,Doug Christie,,28.0,7,TOR
15111,Doug Overton,,29.0,7,TOT
15112,Doug Overton,,29.0,7,ORL
15113,Doug Overton,,29.0,7,NJN
15114,Doug Overton,,29.0,7,PHI
15115,Doug West,,31.0,10,VAN
15116,Drew Barry,,25.0,2,SEA
15117,Duane Causwell,,30.0,9,MIA
15118,Duane Ferrell,,33.0,11,GSW
15119,Dwayne Schintzius,,30.0,8,BOS
15120,Earl Boykins,,22.0,1,TOT
15121,Earl Boykins,,22.0,1,NJN
15122,Earl Boykins,,22.0,1,CLE
15123,Ed Gray,,23.0,2,ATL
15124,Eddie Johnson,1959.0,39.0,17,HOU
15125,Eddie Jones,,27.0,5,TOT
15126,Eddie Jones,,27.0,5,LAL
15127,Eddie Jones,,27.0,5,CHH
15128,Elden Campbell,,30.0,9,TOT
15129,Elden Campbell,,30.0,9,LAL
15130,Elden Campbell,,30.0,9,CHH
15131,Eldridge Recasner,,31.0,5,CHH
15132,Elliot Perry,,29.0,7,TOT
15133,Elliot Perry,,29.0,7,MIL
15134,Elliot Perry,,29.0,7,NJN
15135,Eric Montross,,27.0,5,DET
15136,Eric Murdock,,30.0,8,NJN
15137,Eric Piatkowski,,28.0,5,LAC
15138,Eric Riley,,28.0,5,BOS
15139,Eric Snow,,25.0,4,PHI
15140,Eric Washington,,24.0,2,DEN
15141,Eric Williams,,26.0,4,DEN
15142,Erick Dampier,,23.0,3,GSW
15143,Erick Strickland,,25.0,3,DAL
15144,Ervin Johnson,,31.0,6,MIL
15145,Etdrick Bohannon,,25.0,2,WAS
15146,Felipe López,,24.0,1,VAN
15147,Felton Spencer,,31.0,9,GSW
15148,Fred Hoiberg,,26.0,4,IND
15149,Gary Grant,,33.0,11,POR
15150,Gary Payton,,30.0,9,SEA
15151,Gary Trent,,24.0,4,DAL
15152,George Lynch,,28.0,6,PHI
15153,George McCloud,,31.0,9,PHO
15154,Gerald Brown,,23.0,1,PHO
15155,Gerald Wilkins,,35.0,13,ORL
15156,Gerard King,,26.0,1,SAS
15157,Gheorghe Mureșan,,27.0,5,NJN
15158,Glen Rice,,31.0,10,LAL
15159,Glenn Robinson,,26.0,5,MIL
15160,Grant Hill,,26.0,5,DET
15161,Grant Long,,32.0,11,ATL
15162,Greg Anthony,,31.0,8,POR
15163,Greg Foster,,30.0,9,UTA
15164,Greg Minor,,27.0,5,BOS
15165,Greg Ostertag,,25.0,4,UTA
15166,Hakeem Olajuwon,,36.0,15,HOU
15167,Harvey Grant,,33.0,11,PHI
15168,Haywoode Workman,,33.0,7,MIL
15169,Herb Williams,,40.0,18,NYK
15170,Hersey Hawkins,,32.0,11,SEA
15171,Horace Grant,,33.0,12,ORL
15172,Hot Rod Williams,,36.0,13,DAL
15173,Howard Eisley,,26.0,5,UTA
15174,Hubert Davis,,28.0,7,DAL
15175,Isaac Austin,,29.0,6,ORL
15176,Isaiah Rider,,27.0,6,POR
15177,J.R. Henderson,,22.0,1,VAN
15178,J.R. Reid,,30.0,9,TOT
15179,J.R. Reid,,30.0,9,CHH
15180,J.R. Reid,,30.0,9,LAL
15181,Jacque Vaughn,,23.0,2,UTA
15182,Jahidi White,,22.0,1,WAS
15183,Jalen Rose,,26.0,5,IND
15184,Jamal Mashburn,,26.0,6,MIA
15185,James Cotton,,23.0,2,SEA
15186,James Robinson,,28.0,6,TOT
15187,James Robinson,,28.0,6,LAC
15188,James Robinson,,28.0,6,MIN
15189,Jamie Feick,,24.0,3,TOT
15190,Jamie Feick,,24.0,3,MIL
15191,Jamie Feick,,24.0,3,NJN
15192,Jamie Watson,,26.0,4,MIA
15193,Jaren Jackson,,31.0,9,SAS
15194,Jason Caffey,,25.0,4,GSW
15195,Jason Kidd,,25.0,5,PHO
15196,Jason Sasser,,25.0,2,VAN
15197,Jason Williams,,23.0,1,SAC
15198,Jayson Williams,,30.0,9,NJN
15199,Jeff Hornacek,,35.0,13,UTA
15200,Jeff McInnis,,24.0,2,WAS
15201,Jeff Sheppard,,24.0,1,ATL
15202,Jelani McCoy,,21.0,1,SEA
15203,Jerald Honeycutt,,24.0,2,TOT
15204,Jerald Honeycutt,,24.0,2,MIL
15205,Jerald Honeycutt,,24.0,2,PHI
15206,Jermaine O'Neal,,20.0,3,POR
15207,Jerome James,,23.0,1,SAC
15208,Jerome Kersey,,36.0,15,SAS
15209,Jerome Williams,,25.0,3,DET
15210,Jerry Stackhouse,,24.0,4,DET
15211,Jim Jackson,,28.0,7,POR
15212,Jim McIlvaine,,26.0,5,NJN
15213,Jimmy Oliver,,29.0,5,PHO
15214,Joe Dumars,,35.0,14,DET
15215,Joe Kleine,,37.0,14,PHO
15216,Joe Smith,,23.0,4,MIN
15217,Joe Wolf,,34.0,11,CHH
15218,John Coker,,27.0,2,WAS
15219,John Crotty,,29.0,7,TOT
15220,John Crotty,,29.0,7,POR
15221,John Crotty,,29.0,7,SEA
15222,John Starks,,33.0,10,GSW
15223,John Stockton,,36.0,15,UTA
15224,John Thomas,,23.0,2,TOR
15225,John Wallace,,24.0,3,TOR
15226,Johnny Newman,,35.0,13,CLE
15227,Johnny Taylor,,24.0,2,DEN
15228,Jon Barry,,29.0,7,SAC
15229,Jonathan Kerner,,24.0,1,ORL
15230,Jud Buechler,,30.0,9,DET
15231,Juwan Howard,,25.0,5,WAS
15232,Karl Malone,,35.0,14,UTA
15233,Keith Askins,,31.0,9,MIA
15234,Keith Booth,,24.0,2,CHI
15235,Keith Closs,,22.0,2,LAC
15236,Keith Van Horn,,23.0,2,NJN
15237,Kelly McCarty,,23.0,1,DEN
15238,Kelvin Cato,,24.0,2,POR
15239,Kendall Gill,,30.0,9,NJN
15240,Kenny Anderson,,28.0,8,BOS
15241,Keon Clark,,23.0,1,DEN
15242,Kerry Kittles,,24.0,3,NJN
15243,Kevin Garnett,,22.0,4,MIN
15244,Kevin Ollie,,26.0,2,TOT
15245,Kevin Ollie,,26.0,2,SAC
15246,Kevin Ollie,,26.0,2,ORL
15247,Kevin Willis,,36.0,14,TOR
15248,Khalid Reeves,,26.0,5,DET
15249,Kobe Bryant,,20.0,3,LAL
15250,Korleone Young,,20.0,1,DET
15251,Kornél Dávid,,27.0,1,CHI
15252,Kurt Thomas,,26.0,4,NYK
15253,LaPhonso Ellis,,28.0,7,ATL
15254,Lamond Murray,,25.0,5,LAC
15255,Larry Hughes,,20.0,1,PHI
15256,Larry Johnson,1969.0,29.0,8,NYK
15257,Latrell Sprewell,,28.0,7,NYK
15258,Lawrence Funderburke,,28.0,2,SAC
15259,Lee Mayberry,,28.0,7,VAN
15260,Lindsey Hunter,,28.0,6,DET
15261,Litterial Green,,28.0,5,CLE
15262,Loren Meyer,,26.0,3,DEN
15263,Lorenzen Wright,,23.0,3,LAC
15264,Loy Vaught,,30.0,9,DET
15265,Luc Longley,,30.0,8,PHO
15266,Lucious Harris,,28.0,6,NJN
15267,Makhtar N'Diaye,,25.0,1,VAN
15268,Malik Rose,,24.0,3,SAS
15269,Malik Sealy,,28.0,7,MIN
15270,Marcus Camby,,24.0,3,NYK
15271,Mario Bennett,,25.0,3,CHI
15272,Mario Elie,,35.0,9,SAS
15273,Mark Baker,,29.0,1,TOR
15274,Mark Bryant,,33.0,11,CHI
15275,Mark Davis,1973.0,25.0,4,MIA
15276,Mark Hendrickson,,24.0,3,NJN
15277,Mark Jackson,,33.0,12,IND
15278,Mark Macon,,29.0,6,DET
15279,Mark Pope,,26.0,2,IND
15280,Mark Strickland,,28.0,4,MIA
15281,Mark West,,38.0,16,ATL
15282,Marko Milič,,21.0,2,PHO
15283,Marlon Garnett,,23.0,1,BOS
15284,Marty Conlon,,31.0,8,MIA
15285,Matt Bullard,,31.0,8,HOU
15286,Matt Geiger,,29.0,7,PHI
15287,Matt Harpring,,22.0,1,ORL
15288,Matt Maloney,,27.0,3,HOU
15289,Maurice Taylor,,22.0,2,LAC
15290,Michael Curry,,30.0,5,MIL
15291,Michael Dickerson,,23.0,1,HOU
15292,Michael Doleac,,21.0,1,ORL
15293,Michael Finley,,25.0,4,DAL
15294,Michael Hawkins,,26.0,2,SAC
15295,Michael Olowokandi,,23.0,1,LAC
15296,Michael Smith,1972.0,26.0,5,VAN
15297,Michael Stewart,,23.0,2,TOR
15298,Micheal Williams,,32.0,10,TOR
15299,Mike Bibby,,20.0,1,VAN
15300,Mikki Moore,,23.0,1,DET
15301,Miles Simon,,23.0,1,ORL
15302,Mitch Richmond,,33.0,11,WAS
15303,Mitchell Butler,,28.0,6,CLE
15304,Monty Williams,,27.0,5,DEN
15305,Moochie Norris,,25.0,2,SEA
15306,Mookie Blaylock,,31.0,10,ATL
15307,Muggsy Bogues,,34.0,12,GSW
15308,Nazr Mohammed,,21.0,1,PHI
15309,Negele Knight,,31.0,6,TOR
15310,Nick Anderson,,31.0,10,ORL
15311,Nick Van Exel,,27.0,6,DEN
15312,Olden Polynice,,34.0,12,SEA
15313,Oliver Miller,,28.0,7,SAC
15314,Othella Harrington,,25.0,3,HOU
15315,Otis Thorpe,,36.0,15,WAS
15316,P.J. Brown,,29.0,6,MIA
15317,Pat Garrity,,22.0,1,PHO
15318,Patrick Ewing,1962.0,36.0,14,NYK
15319,Paul Grant,,25.0,1,TOT
15320,Paul Grant,,25.0,1,MIN
15321,Paul Grant,,25.0,1,MIL
15322,Paul Pierce,,21.0,1,BOS
15323,Peja Stojaković,,21.0,1,SAC
15324,Pete Chilcutt,,30.0,8,VAN
15325,Peter Aluma,,25.0,1,SAC
15326,Pooh Richardson,,32.0,10,LAC
15327,Popeye Jones,,28.0,6,BOS
15328,Raef LaFrentz,,22.0,1,DEN
15329,Randell Jackson,,23.0,1,WAS
15330,Randy Brown,,30.0,8,CHI
15331,Randy Livingston,,23.0,3,PHO
15332,Rashard Lewis,,19.0,1,SEA
15333,Rasheed Wallace,,24.0,4,POR
15334,Rasho Nesterović,,22.0,1,MIN
15335,Ray Allen,,23.0,3,MIL
15336,Reggie Jordan,,31.0,5,MIN
15337,Reggie Miller,,33.0,12,IND
15338,Reggie Slater,,28.0,5,TOR
15339,Rex Chapman,,31.0,11,PHO
15340,Rex Walters,,28.0,6,MIA
15341,Rick Brunson,,26.0,2,NYK
15342,Rick Fox,,29.0,8,LAL
15343,Rick Mahorn,,40.0,18,PHI
15344,Ricky Davis,,19.0,1,CHH
15345,Rik Smits,,32.0,11,IND
15346,Robert Horry,,28.0,7,LAL
15347,Robert Pack,,29.0,8,DAL
15348,Robert Traylor,,21.0,1,MIL
15349,Rod Strickland,,32.0,11,WAS
15350,Rodney Rogers,,27.0,6,LAC
15351,Rodrick Rhodes,,25.0,2,TOT
15352,Rodrick Rhodes,,25.0,2,HOU
15353,Rodrick Rhodes,,25.0,2,VAN
15354,Ron Harper,,35.0,13,CHI
15355,Ron Mercer,,22.0,2,BOS
15356,Rony Seikaly,,33.0,11,NJN
15357,Roshown McLeod,,23.0,1,ATL
15358,Ruben Patterson,,23.0,1,LAL
15359,Rusty LaRue,,25.0,2,CHI
15360,Ryan Stack,,23.0,1,CLE
15361,Sam Cassell,,29.0,6,TOT
15362,Sam Cassell,,29.0,6,NJN
15363,Sam Cassell,,29.0,6,MIL
15364,Sam Jacobson,,23.0,1,LAL
15365,Sam Mack,,28.0,5,TOT
15366,Sam Mack,,28.0,5,VAN
15367,Sam Mack,,28.0,5,HOU
15368,Sam Mitchell,,35.0,10,MIN
15369,Sam Perkins,,37.0,15,IND
15370,Samaki Walker,,22.0,3,DAL
15371,Scot Pollard,,23.0,2,SAC
15372,Scott Burrell,,28.0,6,NJN
15373,Scott Williams,,30.0,9,TOT
15374,Scott Williams,,30.0,9,PHI
15375,Scott Williams,,30.0,9,MIL
15376,Scottie Pippen,,33.0,12,HOU
15377,Sean Elliott,,30.0,10,SAS
15378,Sean Marks,,23.0,1,TOR
15379,Sean Rooks,,29.0,7,LAL
15380,Shammond Williams,,23.0,1,ATL
15381,Shandon Anderson,,25.0,3,UTA
15382,Shaquille O'Neal,,26.0,7,LAL
15383,Shareef Abdur-Rahim,,22.0,3,VAN
15384,Shawn Bradley,,26.0,6,DAL
15385,Shawn Kemp,,29.0,10,CLE
15386,Shawn Respert,,26.0,4,PHO
15387,Sherman Douglas,,32.0,10,LAC
15388,Stacey Augmon,,30.0,8,POR
15389,Stanley Roberts,,28.0,7,HOU
15390,Stephon Marbury,,21.0,3,TOT
15391,Stephon Marbury,,21.0,3,MIN
15392,Stephon Marbury,,21.0,3,NJN
15393,Steve Henson,,30.0,7,DET
15394,Steve Kerr,,33.0,11,SAS
15395,Steve Nash,,24.0,3,DAL
15396,Steve Smith,,29.0,8,ATL
15397,Stojko Vranković,,35.0,5,LAC
15398,Tariq Abdul-Wahad,,24.0,2,SAC
15399,Terrell Brandon,,28.0,8,TOT
15400,Terrell Brandon,,28.0,8,MIL
15401,Terrell Brandon,,28.0,8,MIN
15402,Terry Cummings,,37.0,17,GSW
15403,Terry Davis,,31.0,9,WAS
15404,Terry Dehere,,27.0,6,TOT
15405,Terry Dehere,,27.0,6,SAC
15406,Terry Dehere,,27.0,6,VAN
15407,Terry Mills,,31.0,9,MIA
15408,Terry Porter,,35.0,14,MIA
15409,Theo Ratliff,,25.0,4,PHI
15410,Thurl Bailey,,37.0,12,UTA
15411,Tim Duncan,,22.0,2,SAS
15412,Tim Hardaway,,32.0,9,MIA
15413,Tim Legler,,32.0,9,WAS
15414,Tim Thomas,,21.0,2,TOT
15415,Tim Thomas,,21.0,2,PHI
15416,Tim Thomas,,21.0,2,MIL
15417,Toby Bailey,,23.0,1,PHO
15418,Todd Fuller,,24.0,3,UTA
15419,Tom Gugliotta,,29.0,7,PHO
