,player,Year,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_48,bpm-dum,obpm,dbpm,bpm,vorp
abrinal01OKC,Álex Abrines,2019,SG,25,OKC,31,588,6.3,.507,.809,.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,,0.1,0.6,0.6,.053,,-3.7,0.4,-3.3,-0.2
acyqu01PHO,Quincy Acy,2019,PF,28,PHO,10,123,2.9,.379,.833,.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,,-0.1,0.0,-0.1,-0.022,,-7.6,-0.5,-8.1,-0.2
adamsja01ATL,Jaylen Adams,2019,PG,22,ATL,34,428,7.6,.474,.673,.082,2.6,12.3,7.4,19.8,1.5,1.0,19.7,13.5,,-0.1,0.2,0.1,.011,,-3.8,-0.5,-4.3,-0.2
adamsst01OKC,Steven Adams,2019,C,25,OKC,80,2669,18.5,.591,.002,.361,14.7,14.8,14.7,6.6,2.0,2.4,12.6,16.4,,5.1,4.0,9.1,.163,,0.7,0.4,1.1,2.1
adebaba01MIA,Bam Adebayo,2019,C,21,MIA,82,1913,17.9,.623,.031,.465,9.2,24.0,16.6,14.2,1.8,3.0,17.1,15.8,,3.4,3.4,6.8,.171,,-0.4,2.2,1.8,1.8
adelde01CLE,Deng Adel,2019,SF,21,CLE,19,194,2.7,.424,.639,.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,,-0.2,0.0,-0.2,-0.054,,-6.0,-1.6,-7.5,-0.3
akoonde01DEN,DeVaughn Akoon-Purcell,2019,SG,25,DEN,7,22,8.2,.322,.400,.200,4.9,14.8,9.8,37.1,4.5,0.0,15.5,25.0,,-0.1,0.0,0.0,-0.051,,-7.9,2.1,-5.8,0.0
aldrila01SAS,LaMarcus Aldridge,2019,C,33,SAS,81,2687,22.9,.576,.032,.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,,6.4,2.9,9.3,.167,,2.4,-0.6,1.8,2.6
alkinra01CHI,Rawle Alkins,2019,SG,21,CHI,10,120,8.1,.418,.308,.308,9.9,13.7,11.8,15.2,0.4,0.0,15.3,19.0,,-0.1,0.0,-0.1,-0.042,,-3.8,-3.5,-7.3,-0.2
allengr01UTA,Grayson Allen,2019,SG,23,UTA,38,416,7.5,.516,.556,.337,0.8,5.1,3.0,8.9,0.7,1.1,13.9,24.4,,-0.4,0.4,0.0,.002,,-4.2,-2.1,-6.3,-0.5
allenja01BRK,Jarrett Allen,2019,C,20,BRK,80,2096,18.5,.632,.079,.489,9.6,24.0,16.8,7.9,1.0,4.5,13.0,15.9,,4.4,3.3,7.6,.175,,0.2,1.4,1.6,1.9
allenka01NYK,Kadeem Allen,2019,PG,26,NYK,19,416,16.2,.574,.255,.383,2.0,11.1,6.4,28.7,1.9,0.8,13.6,19.6,,0.7,0.2,1.0,.111,,0.3,0.3,0.6,0.3
aminual01POR,Al-Farouq Aminu,2019,PF,28,POR,81,2292,13.2,.568,.472,.292,5.3,22.6,14.2,6.0,1.4,1.2,9.7,13.7,,3.0,2.8,5.8,.121,,0.1,0.6,0.7,1.5
anderju01ATL,Justin Anderson,2019,SF,25,ATL,48,463,11.2,.516,.490,.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,,0.1,0.4,0.4,.043,,-2.4,-0.3,-2.7,-0.1
anderky01MEM,Kyle Anderson,2019,SF,25,MEM,43,1281,12.8,.569,.123,.232,4.1,18.1,11.0,15.0,2.1,2.7,16.0,12.6,,0.8,1.8,2.7,.100,,-1.6,2.4,0.8,0.9
anderry01TOT,Ryan Anderson,2019,PF,30,TOT,25,322,4.6,.414,.580,.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12.0,,-0.3,0.0,-0.2,-0.035,,-4.5,-1.9,-6.4,-0.4
anderry01PHO,Ryan Anderson,2019,PF,30,PHO,15,278,4.6,.423,.567,.233,5.5,12.5,9.0,8.1,0.5,0.3,15.4,12.1,,-0.2,0.0,-0.2,-0.039,,-4.5,-1.9,-6.3,-0.3
anderry01MIA,Ryan Anderson,2019,PF,30,MIA,10,44,4.5,.354,.667,.222,9.7,12.1,10.9,5.8,1.1,0.0,16.8,11.6,,0.0,0.0,0.0,-0.009,,-4.6,-1.9,-6.5,0.0
anigbik01IND,Ike Anigbogu,2019,C,20,IND,3,6,-6.0,.000,.000,.000,18.9,36.2,27.7,19.4,0.0,14.8,25.0,29.1,,-0.1,0.0,-0.1,-0.480,,-14.0,-2.3,-16.2,0.0
antetgi01MIL,Giannis Antetokounmpo,2019,PF,24,MIL,72,2358,30.9,.644,.163,.550,7.3,30.0,19.3,30.3,1.8,3.9,14.8,32.3,,8.9,5.5,14.4,.292,,6.3,4.1,10.4,7.4
antetko01DAL,Kostas Antetokounmpo,2019,PF,21,DAL,2,11,-0.9,.210,.000,1.333,0.0,9.7,4.9,0.0,8.8,0.0,17.4,22.5,,-0.1,0.0,-0.1,-0.247,,-12.6,-0.1,-12.7,0.0
anthoca01HOU,Carmelo Anthony,2019,PF,34,HOU,10,294,10.9,.513,.529,.182,3.3,17.3,10.2,2.6,0.7,2.0,5.8,20.5,,0.1,0.2,0.3,.048,,-1.3,-1.4,-2.7,-0.1
anunoog01TOR,OG Anunoby,2019,SF,21,TOR,67,1352,9.8,.544,.500,.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,,0.3,1.7,2.0,.070,,-2.4,0.1,-2.4,-0.1
arcidry01CHI,Ryan Arcidiacono,2019,PG,24,CHI,81,1961,11.6,.588,.519,.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,,2.8,0.9,3.7,.090,,-2.0,0.1,-1.9,0.1
arizatr01TOT,Trevor Ariza,2019,SF,33,TOT,69,2349,12.0,.534,.590,.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,,1.3,1.2,2.5,.052,,-0.7,-0.6,-1.3,0.4
arizatr01PHO,Trevor Ariza,2019,SF,33,PHO,26,884,10.5,.525,.612,.189,2.0,16.4,9.1,13.5,2.1,0.8,13.7,13.8,,0.2,0.5,0.6,.035,,-1.1,0.0,-1.1,0.2
arizatr01WAS,Trevor Ariza,2019,SF,33,WAS,43,1465,13.0,.538,.580,.238,2.5,14.5,8.4,15.5,1.7,0.7,10.6,18.2,,1.1,0.8,1.9,.062,,-0.5,-0.9,-1.4,0.2
augusdj01ORL,D.J. Augustin,2019,PG,31,ORL,81,2269,15.7,.616,.459,.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,,5.0,1.9,6.9,.146,,1.1,-0.7,0.5,1.4
aytonde01PHO,Deandre Ayton,2019,C,20,PHO,71,2183,20.5,.608,.005,.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,,4.1,1.7,5.8,.128,,1.3,-1.1,0.2,1.2
bacondw01CHO,Dwayne Bacon,2019,SG,23,CHO,43,759,11.7,.570,.339,.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,,0.9,0.3,1.2,.073,,-2.1,-1.6,-3.7,-0.3
baglema01SAC,Marvin Bagley III,2019,PF,19,SAC,62,1567,18.9,.562,.136,.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,,2.0,1.6,3.6,.110,,0.5,-1.5,-1.0,0.4
bakerro01TOT,Ron Baker,2019,SG,25,TOT,15,152,2.5,.309,.650,.300,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,,-0.2,0.1,-0.1,-0.034,,-7.7,0.7,-7.0,-0.2
bakerro01NYK,Ron Baker,2019,SG,25,NYK,11,107,4.4,.376,.563,.375,1.0,6.0,3.4,16.1,2.3,0.0,13.9,8.6,,0.0,0.0,0.0,.002,,-7.7,1.1,-6.6,-0.1
bakerro01WAS,Ron Baker,2019,SG,25,WAS,4,45,-2.0,.000,1.000,.000,0.0,9.8,4.8,5.1,1.1,1.9,33.3,5.7,,-0.1,0.0,-0.1,-0.120,,-7.9,0.0,-7.9,-0.1
baldwwa01POR,Wade Baldwin,2019,PG,22,POR,16,94,1.3,.396,.273,.333,2.3,14.4,8.5,16.6,0.5,1.7,27.0,23.3,,-0.4,0.1,-0.3,-0.153,,-8.4,-1.9,-10.3,-0.2
balllo01LAL,Lonzo Ball,2019,PG,21,LAL,47,1423,11.7,.487,.500,.105,4.0,14.0,9.1,23.8,2.3,1.1,17.8,16.9,,-0.2,1.7,1.6,.052,,-1.6,1.3,-0.3,0.6
bambamo01ORL,Mo Bamba,2019,C,20,ORL,47,766,14.9,.539,.288,.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,,0.3,1.4,1.7,.106,,-2.8,1.4,-1.4,0.1
bareajo01DAL,J.J. Barea,2019,PG,34,DAL,38,752,16.3,.495,.332,.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,,0.4,0.6,1.0,.064,,1.2,-1.8,-0.6,0.3
barneha02TOT,Harrison Barnes,2019,PF-SF,26,TOT,77,2533,12.8,.550,.429,.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,,2.0,1.6,3.6,.068,,-0.2,-1.2,-1.4,0.4
barneha02DAL,Harrison Barnes,2019,PF,26,DAL,49,1584,13.1,.538,.434,.276,2.4,11.5,7.0,6.3,1.0,0.6,7.8,23.7,,0.8,1.1,1.9,.059,,0.0,-1.2,-1.2,0.3
barneha02SAC,Harrison Barnes,2019,SF,26,SAC,28,949,12.3,.578,.419,.258,2.2,14.8,8.4,7.5,0.8,0.2,8.0,16.3,,1.1,0.5,1.7,.084,,-0.5,-1.2,-1.7,0.1
bartowi01DEN,Will Barton,2019,SF,28,DEN,43,1189,11.0,.501,.426,.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,,0.1,1.1,1.2,.049,,-1.1,-0.8,-1.8,0.0
bateske01MIN,Keita Bates-Diop,2019,SF,23,MIN,30,503,9.6,.489,.366,.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,,0.0,0.4,0.3,.032,,-2.8,-0.6,-3.4,-0.2
batumni01CHO,Nicolas Batum,2019,SF,30,CHO,75,2354,11.9,.581,.530,.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,,2.0,1.7,3.7,.076,,-0.7,0.4,-0.3,1.0
bayleje01MIN,Jerryd Bayless,2019,PG,30,MIN,34,657,8.5,.431,.426,.122,1.8,8.4,5.0,24.6,1.3,0.3,11.7,17.6,,-0.2,0.2,0.0,-0.003,,-2.9,-1.7,-4.6,-0.4
baynear01BOS,Aron Baynes,2019,C,32,BOS,51,821,14.0,.567,.274,.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,,1.3,1.1,2.4,.139,,-1.8,0.3,-1.5,0.1
bazemke01ATL,Kent Bazemore,2019,SG,29,ATL,67,1643,11.9,.507,.434,.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,,-0.7,1.4,0.7,.021,,-2.5,0.2,-2.3,-0.1
bealbr01WAS,Bradley Beal,2019,SG,25,WAS,82,3028,20.8,.581,.370,.278,3.1,11.7,7.4,24.1,1.9,1.6,11.0,28.4,,5.9,1.7,7.6,.120,,3.8,-0.8,2.9,3.7
beaslma01DEN,Malik Beasley,2019,SG,22,DEN,81,1879,14.2,.599,.550,.090,2.0,9.5,5.8,7.5,1.4,0.5,6.7,18.7,,2.9,1.6,4.5,.115,,0.8,-0.7,0.1,1.0
beaslmi01LAL,Michael Beasley,2019,PF,30,LAL,26,277,15.9,.532,.111,.255,4.9,17.2,11.2,14.8,1.5,3.0,13.7,29.5,,-0.1,0.4,0.2,.039,,-1.9,0.5,-1.5,0.0
belinma01SAS,Marco Belinelli,2019,SG,32,SAS,79,1815,11.9,.557,.572,.180,1.0,10.8,5.9,10.1,0.9,0.4,8.8,19.8,,1.4,1.1,2.5,.065,,-0.5,-1.2,-1.7,0.1
belljo01GSW,Jordan Bell,2019,C,24,GSW,68,788,12.9,.531,.010,.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,,0.5,1.1,1.6,.096,,-2.2,1.3,-0.9,0.2
bembrde01ATL,DeAndre' Bembry,2019,SG,24,ATL,82,1931,10.8,.508,.281,.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,,-0.9,1.7,0.9,.022,,-3.3,0.8,-2.4,-0.2
bendedr01PHO,Dragan Bender,2019,PF,21,PHO,46,826,9.5,.521,.513,.274,4.5,20.3,12.3,9.4,1.0,2.2,14.4,13.4,,0.0,0.4,0.5,.027,,-3.4,-0.8,-4.1,-0.5
bertada02NOP,Dairis Bertāns,2019,SG,29,NOP,12,167,2.0,.362,.723,.000,1.3,4.3,2.8,7.2,0.3,0.0,4.1,12.0,,-0.2,0.0,-0.2,-0.054,,-5.6,-3.2,-8.8,-0.3
bertada01SAS,Dāvis Bertāns,2019,PF,26,SAS,76,1632,13.0,.632,.746,.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,,2.6,1.5,4.0,.118,,1.1,0.2,1.3,1.4
beverpa01LAC,Patrick Beverley,2019,PG,30,LAC,78,2137,11.8,.561,.591,.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,,2.8,2.0,4.8,.108,,-0.3,1.2,0.9,1.5
birchkh01ORL,Khem Birch,2019,C,26,ORL,50,643,19.2,.640,.007,.550,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,,1.8,1.0,2.8,.212,,0.1,1.0,1.2,0.5
biyombi01CHO,Bismack Biyombo,2019,C,26,CHO,54,783,14.4,.602,.000,.583,11.0,23.3,17.0,5.9,0.7,4.6,14.8,12.7,,1.2,0.8,2.0,.125,,-2.4,0.0,-2.5,-0.1
bjeline01SAC,Nemanja Bjelica,2019,PF,30,SAC,77,1788,15.4,.585,.433,.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,,2.7,1.9,4.5,.122,,0.4,0.5,0.9,1.3
blakean01CHI,Antonio Blakeney,2019,SG,22,CHI,57,829,10.6,.487,.230,.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,,-0.8,0.3,-0.5,-0.030,,-2.4,-2.7,-5.2,-0.7
bledser01MIL,Eric Bledsoe,2019,PG,29,MIL,78,2272,19.3,.577,.388,.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,,4.4,3.7,8.2,.173,,1.9,1.2,3.1,2.9
blossja01CLE,Jaron Blossomgame,2019,SF,25,CLE,27,439,10.2,.510,.368,.123,6.3,19.1,12.4,4.2,0.8,1.6,9.0,12.2,,0.2,0.1,0.3,.030,,-1.9,-1.8,-3.8,-0.2
bogdabo01SAC,Bogdan Bogdanović,2019,SG,26,SAC,70,1947,14.1,.530,.431,.188,2.1,11.0,6.4,19.3,1.7,0.7,11.1,22.3,,1.3,1.4,2.7,.067,,-0.1,-0.6,-0.6,0.7
bogdabo02IND,Bojan Bogdanović,2019,SF,29,IND,81,2573,16.1,.613,.367,.290,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,,3.9,2.8,6.8,.126,,1.3,-0.6,0.7,1.7
bogutan01GSW,Andrew Bogut,2019,C,34,GSW,11,134,13.4,.523,.000,.083,10.0,32.8,21.9,10.6,1.1,5.0,17.7,14.5,,0.1,0.2,0.3,.111,,-3.7,0.8,-2.9,0.0
boldejo01PHI,Jonah Bolden,2019,PF,23,PHI,44,639,12.7,.595,.593,.167,8.0,19.0,13.7,8.5,1.3,4.8,17.2,13.8,,0.5,0.9,1.4,.106,,-1.8,1.1,-0.7,0.2
bongais01LAL,Isaac Bonga,2019,PG,19,LAL,22,120,6.0,.240,.242,.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,,-0.3,0.2,-0.1,-0.059,,-7.0,2.2,-4.8,-0.1
bookede01PHO,Devin Booker,2019,SG,22,PHO,64,2242,20.2,.584,.330,.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,,3.3,0.3,3.5,.076,,3.3,-2.3,1.0,1.7
bouchch01TOR,Chris Boucher,2019,PF,26,TOR,28,163,22.2,.563,.487,.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,,0.2,0.4,0.7,.194,,-0.2,2.8,2.6,0.2
bradlav01TOT,Avery Bradley,2019,SG,28,TOT,63,1905,7.6,.496,.403,.082,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,,-0.6,1.0,0.3,.009,,-2.8,-0.9,-3.7,-0.8
bradlav01LAC,Avery Bradley,2019,SG,28,LAC,49,1463,5.5,.464,.410,.060,2.6,6.7,4.7,8.8,0.9,0.9,12.4,14.2,,-1.0,0.6,-0.3,-0.011,,-3.7,-0.9,-4.6,-1.0
bradlav01MEM,Avery Bradley,2019,SG,28,MEM,14,442,14.5,.565,.388,.133,2.0,9.3,5.6,21.6,1.6,0.0,12.3,22.9,,0.3,0.4,0.7,.074,,0.1,-1.0,-0.9,0.1
bradlto01UTA,Tony Bradley,2019,C,21,UTA,3,36,19.6,.504,.000,.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,,0.0,0.1,0.1,.130,,-3.6,-2.4,-6.0,0.0
breweco01TOT,Corey Brewer,2019,SF,32,TOT,31,492,11.6,.532,.358,.350,5.4,10.7,8.0,10.2,3.0,1.2,11.8,13.6,,0.4,0.6,1.0,.095,,-2.9,1.6,-1.3,0.1
breweco01PHI,Corey Brewer,2019,SF,32,PHI,7,140,10.8,.484,.286,.265,3.1,9.6,6.4,10.0,4.0,1.1,12.8,18.8,,-0.1,0.2,0.1,.044,,-5.1,1.5,-3.6,-0.1
breweco01SAC,Corey Brewer,2019,SF,32,SAC,24,352,12.0,.562,.405,.405,6.3,11.1,8.6,10.3,2.6,1.2,11.2,11.5,,0.5,0.4,0.8,.115,,-2.0,1.6,-0.4,0.1
bridgmi01PHO,Mikal Bridges,2019,SF,22,PHO,82,2417,10.8,.556,.556,.210,2.5,9.7,6.0,9.8,2.5,1.3,10.2,12.2,,1.7,1.2,2.9,.058,,-2.0,0.4,-1.6,0.3
bridgmi02CHO,Miles Bridges,2019,SF,20,CHO,80,1696,13.1,.548,.391,.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,,1.4,1.5,2.9,.083,,-0.9,0.1,-0.8,0.5
briscis01ORL,Isaiah Briscoe,2019,PG,22,ORL,39,559,6.7,.455,.246,.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,,-0.3,0.5,0.3,.023,,-5.4,0.4,-5.0,-0.4
broekry01DAL,Ryan Broekhoff,2019,SG,28,DAL,42,453,10.7,.621,.738,.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,,0.5,0.3,0.8,.086,,-0.5,-0.5,-1.0,0.1
brogdma01MIL,Malcolm Brogdon,2019,SG,26,MIL,64,1832,17.8,.614,.326,.203,3.8,11.7,8.0,16.2,1.2,0.6,10.0,20.7,,4.2,2.3,6.5,.171,,2.0,0.1,2.2,1.9
brookdi01MEM,Dillon Brooks,2019,SF,23,MEM,18,330,7.6,.499,.328,.246,3.0,7.6,5.3,7.6,1.5,1.1,12.3,20.9,,-0.3,0.3,0.0,-0.004,,-5.0,-1.2,-6.3,-0.4
brookma01MEM,MarShon Brooks,2019,SG,30,MEM,29,387,11.6,.518,.320,.195,3.4,9.7,6.5,11.0,1.2,1.0,10.3,23.6,,-0.2,0.3,0.1,.018,,-1.9,-1.1,-3.0,-0.1
brownbr01DET,Bruce Brown,2019,SG,22,DET,74,1449,6.9,.469,.296,.191,3.5,10.7,7.0,8.8,1.4,2.1,11.9,11.5,,-0.1,1.6,1.5,.048,,-4.4,1.0,-3.3,-0.5
brownja02BOS,Jaylen Brown,2019,SG,22,BOS,74,1913,13.5,.547,.348,.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,,0.7,2.4,3.0,.076,,-1.6,-0.4,-2.1,0.0
brownlo01TOR,Lorenzo Brown,2019,PG,28,TOR,26,212,6.3,.380,.394,.042,2.6,12.9,7.9,17.3,2.7,2.0,18.1,17.9,,-0.5,0.3,-0.1,-0.027,,-5.4,1.9,-3.5,-0.1
brownst02MIL,Sterling Brown,2019,SG,23,MIL,58,1034,10.9,.563,.471,.135,3.0,14.4,9.0,10.7,1.1,0.7,12.2,15.2,,0.7,1.4,2.1,.098,,-1.8,0.3,-1.5,0.1
browntr01WAS,Troy Brown Jr.,2019,SF,19,WAS,52,730,11.1,.487,.295,.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,,0.2,0.4,0.6,.039,,-1.7,-1.0,-2.7,-0.1
brunsja01DAL,Jalen Brunson,2019,PG,22,DAL,73,1591,12.8,.549,.320,.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,,1.5,1.0,2.6,.077,,-1.2,-0.5,-1.7,0.1
bryanth01WAS,Thomas Bryant,2019,C,21,WAS,72,1496,21.0,.674,.197,.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,,4.3,1.3,5.6,.178,,2.3,-0.3,2.0,1.5
bullore01TOT,Reggie Bullock,2019,SG,27,TOT,63,1879,10.5,.563,.662,.143,1.2,8.8,4.9,10.1,1.0,0.5,9.3,15.8,,1.6,1.4,3.1,.078,,-0.7,-0.4,-1.1,0.4
bullore01DET,Reggie Bullock,2019,SG,27,DET,44,1355,11.0,.569,.667,.145,1.6,8.6,5.0,12.0,0.9,0.3,10.3,16.7,,1.4,1.0,2.4,.084,,-0.1,-0.5,-0.6,0.5
bullore01LAL,Reggie Bullock,2019,SG,27,LAL,19,524,9.1,.545,.647,.137,0.4,9.3,4.9,5.0,1.4,1.1,6.3,13.7,,0.2,0.4,0.7,.061,,-2.1,-0.1,-2.2,0.0
burketr01TOT,Trey Burke,2019,PG,26,TOT,58,1125,16.5,.524,.290,.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,,1.4,0.5,1.9,.081,,1.5,-1.4,0.1,0.6
burketr01NYK,Trey Burke,2019,PG,26,NYK,33,689,15.6,.496,.240,.209,2.2,7.3,4.7,23.6,1.5,0.6,6.9,26.1,,0.4,0.2,0.6,.044,,0.9,-1.5,-0.6,0.2
burketr01DAL,Trey Burke,2019,PG,26,DAL,25,436,17.9,.574,.384,.258,3.2,5.9,4.5,24.7,1.3,0.4,8.6,22.8,,1.0,0.3,1.3,.140,,2.3,-1.1,1.2,0.3
burksal01TOT,Alec Burks,2019,SG,27,TOT,64,1375,12.7,.523,.354,.297,2.3,17.0,9.4,13.7,1.4,1.3,10.8,19.0,,0.7,0.8,1.5,.052,,-0.6,-0.7,-1.2,0.3
burksal01UTA,Alec Burks,2019,SG,27,UTA,17,269,12.4,.547,.377,.333,0.8,9.9,5.4,11.2,1.1,1.2,10.3,23.2,,0.2,0.3,0.5,.084,,-0.4,-0.2,-0.6,0.1
burksal01CLE,Alec Burks,2019,SG,27,CLE,34,979,13.2,.517,.350,.288,2.8,19.0,10.6,15.0,1.3,1.4,10.7,19.2,,0.6,0.3,0.9,.042,,-0.2,-1.2,-1.4,0.1
burksal01SAC,Alec Burks,2019,SG,27,SAC,13,127,9.0,.495,.300,.250,1.6,16.6,8.9,9.5,2.9,0.7,15.3,8.5,,0.0,0.2,0.2,.062,,-3.9,2.8,-1.1,0.0
burtode02OKC,Deonte Burton,2019,SG,25,OKC,32,240,7.0,.470,.329,.146,1.7,10.7,6.0,5.0,1.2,2.8,9.3,16.3,,-0.2,0.3,0.1,.027,,-4.9,0.6,-4.3,-0.1
butleji01TOT,Jimmy Butler,2019,SF-SG,29,TOT,65,2185,20.2,.571,.213,.404,6.0,10.5,8.3,18.0,2.7,1.4,8.2,22.3,,5.4,2.5,7.9,.173,,2.8,0.9,3.7,3.2
butleji01MIN,Jimmy Butler,2019,SG,29,MIN,10,361,22.3,.579,.287,.389,4.7,10.8,7.7,18.2,3.2,2.4,7.1,23.0,,1.0,0.4,1.3,.176,,4.7,2.2,6.9,0.8
butleji01PHI,Jimmy Butler,2019,SF,29,PHI,55,1824,19.8,.569,.198,.407,6.3,10.4,8.4,18.0,2.6,1.2,8.4,22.1,,4.4,2.1,6.6,.172,,2.4,0.7,3.1,2.4
cabocbr01MEM,Bruno Caboclo,2019,PF,23,MEM,34,800,12.4,.571,.578,.222,5.8,16.5,11.1,9.4,0.9,3.9,13.3,15.9,,0.6,0.9,1.5,.090,,-1.1,0.1,-1.1,0.2
caldejo01DET,José Calderón,2019,PG,37,DET,49,632,7.1,.453,.475,.092,1.8,8.8,5.2,24.9,1.2,0.4,21.9,10.9,,0.0,0.5,0.6,.043,,-4.2,0.3,-3.9,-0.3
caldwke01LAL,Kentavious Caldwell-Pope,2019,SG,25,LAL,82,2035,12.9,.568,.575,.209,2.5,9.4,6.0,7.5,1.7,0.5,7.3,18.1,,2.3,1.8,4.0,.095,,-0.3,-0.1,-0.5,0.8
canaais01TOT,Isaiah Canaan,2019,PG,27,TOT,30,629,8.0,.518,.585,.146,1.0,9.2,5.1,18.2,1.1,0.3,16.7,14.2,,0.0,0.1,0.1,.008,,-2.7,-1.4,-4.1,-0.3
canaais01PHO,Isaiah Canaan,2019,PG,27,PHO,19,503,7.3,.515,.558,.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,,-0.1,0.0,-0.1,-0.007,,-3.3,-1.4,-4.6,-0.3
canaais01MIN,Isaiah Canaan,2019,PG,27,MIN,7,95,12.3,.536,.655,.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,,0.1,0.0,0.2,.079,,0.7,-2.0,-1.3,0.0
canaais01MIL,Isaiah Canaan,2019,PG,27,MIL,4,31,5.2,.500,.833,.000,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,,0.0,0.0,0.0,.030,,-3.3,-0.7,-4.0,0.0
capelca01HOU,Clint Capela,2019,C,24,HOU,67,2249,23.8,.658,.000,.357,14.4,27.6,20.8,7.1,1.0,3.9,10.0,18.2,,7.8,3.0,10.8,.230,,3.3,-0.3,3.0,2.8
carrode01BRK,DeMarre Carroll,2019,PF,32,BRK,67,1703,12.1,.546,.539,.421,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,,1.5,1.6,3.1,.088,,-0.9,-0.6,-1.5,0.2
carteje01MEM,Jevon Carter,2019,PG,23,MEM,39,577,7.8,.432,.551,.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,,-0.7,0.7,0.0,-0.003,,-4.1,0.1,-4.0,-0.3
cartevi01ATL,Vince Carter,2019,PF,42,ATL,76,1330,11.8,.565,.675,.141,2.4,13.2,7.7,9.3,1.5,1.8,8.8,16.7,,1.2,0.7,1.9,.070,,-0.4,-0.3,-0.7,0.5
cartewe01CHI,Wendell Carter Jr.,2019,C,19,CHI,44,1110,15.2,.541,.086,.302,8.4,21.8,15.0,10.7,1.1,4.5,13.4,19.1,,0.7,1.2,1.9,.080,,-2.2,0.6,-1.6,0.1
cartemi01TOT,Michael Carter-Williams,2019,PG,27,TOT,28,372,14.7,.458,.309,.431,5.4,15.0,10.1,26.5,2.6,3.4,12.0,19.4,,0.2,0.6,0.8,.099,,-1.4,2.2,0.8,0.3
cartemi01HOU,Michael Carter-Williams,2019,PG,27,HOU,16,145,12.7,.476,.311,.426,2.2,7.8,5.0,22.7,3.0,3.5,12.1,24.7,,0.0,0.2,0.1,.044,,-2.8,1.2,-1.6,0.0
cartemi01ORL,Michael Carter-Williams,2019,PG,27,ORL,12,227,16.1,.440,.306,.435,7.4,19.6,13.5,28.9,2.4,3.3,11.9,16.1,,0.2,0.4,0.6,.134,,-0.5,2.9,2.4,0.3
